,日期,Close,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,Implied volatility of Call,Implied volatility of Put,Signal of Long Call,Signal of Long Put,Signal of Long Call_E,Signal of Long Put_E,策略累積資金(金額),進場口數,策略近週報酬(點數),Call進場口數,Put進場口數,Call策略近週報酬(點數),Put策略近週報酬(點數)
47,2020-03-23,6030,,141.0,,260.0,,,0,0,1,1,847120.0,6.0,100.0,4.0,4.0,-229.0,-0.0
48,2020-03-24,6422,,427.0,,9.5,,,0,0,1,1,904320.0,6.0,-250.5,4.0,4.0,286.0,0.0
49,2020-03-25,6468,308.0,715.0,194.0,0.2,0.859642990210892,0.5414634418860813,1,1,1,1,961920.0,5.0,-9.3,4.0,4.0,288.0,0.0
50,2020-03-26,6416,,324.0,,154.0,,,0,0,1,1,964520.0,5.0,-43.0,4.0,4.0,13.0,-0.0
51,2020-03-27,6403,,251.0,,154.0,,,0,0,1,1,949920.0,5.0,0.0,4.0,4.0,-73.0,0.0
52,2020-03-30,6432,,203.0,,91.0,,,0,0,1,1,940320.0,5.0,-63.0,4.0,4.0,-48.0,0.0
53,2020-03-31,6392,,160.0,,34.5,,,0,0,1,1,931720.0,5.0,-56.5,4.0,4.0,-43.0,0.0
54,2020-04-06,6835,,326.0,,16.0,,,0,0,1,1,964920.0,5.0,-18.5,4.0,4.0,166.0,0.0
55,2020-04-07,6959,,465.0,,1.4,,,0,0,1,1,992720.0,5.0,-14.6,4.0,4.0,139.0,0.0
56,2020-04-08,6937,180.0,565.0,152.0,0.1,0.46842302191108137,0.39555721850269093,1,1,1,1,1012720.0,5.0,-1.3,4.0,4.0,100.0,0.0
57,2020-04-09,6970,,142.0,,142.0,,,0,0,1,1,1004520.0,5.0,-13.0,4.0,4.0,-41.0,-0.0
58,2020-04-10,6916,,133.0,,99.0,,,0,0,1,1,1002720.0,5.0,-43.0,4.0,4.0,-9.0,0.0
59,2020-04-13,7180,,82.0,,106.0,,,0,0,1,1,992520.0,5.0,7.0,4.0,4.0,-51.0,-0.0
60,2020-04-14,7242,,250.0,,4.4,,,0,0,1,1,1026120.0,5.0,-101.6,4.0,4.0,168.0,0.0
61,2020-04-15,7218,198.0,351.0,110.0,0.1,0.49520581231600014,0.27511434017555564,1,1,1,1,1046320.0,5.0,-4.3,4.0,4.0,101.0,0.0
62,2020-04-16,7480,,169.0,,101.0,,,0,0,1,1,1039920.0,5.0,-12.0,4.0,4.0,-32.0,-0.0
63,2020-04-17,7392,,330.0,,26.5,,,0,0,1,1,1072120.0,5.0,-74.5,4.0,4.0,161.0,0.0
64,2020-04-20,7113,,256.0,,22.0,,,0,0,1,1,1057320.0,5.0,-4.5,4.0,4.0,-74.0,0.0
65,2020-04-21,7139,,63.0,,84.0,,,0,0,1,1,1018720.0,5.0,62.0,4.0,4.0,-193.0,-0.0
66,2020-04-22,7209,218.0,0.2,118.0,15.0,0.5459072838376285,0.29549109859100986,1,1,1,1,1006160.0,5.0,-69.0,4.0,4.0,-62.8,0.0
67,2020-04-23,7185,,238.0,,64.0,,,0,0,1,1,1009560.0,5.0,-57.0,4.0,4.0,17.0,-0.0
68,2020-04-24,7462,,210.0,,59.0,,,0,0,1,1,1003960.0,5.0,-5.0,4.0,4.0,-28.0,0.0
69,2020-04-27,7500,,401.0,,5.2,,,0,0,1,1,1042160.0,5.0,-53.8,4.0,4.0,191.0,0.0
70,2020-04-28,7626,,426.0,,0.8,,,0,0,1,1,1047160.0,5.0,-4.4,4.0,4.0,25.0,0.0
71,2020-04-29,7864,150.0,555.0,103.0,0.1,0.3443381763942408,0.23644554779071203,1,1,1,1,1072960.0,5.0,-0.7,4.0,4.0,129.0,0.0
72,2020-05-04,7636,,84.0,,115.0,,,0,0,1,1,1059160.0,5.0,9.0,4.0,4.0,-69.0,-0.0
73,2020-05-05,7666,,104.0,,25.0,,,0,0,1,1,1063160.0,5.0,-90.0,4.0,4.0,20.0,0.0
74,2020-05-06,7750,160.0,57.0,111.0,0.1,0.37269683188498026,0.25855842712020505,1,1,1,1,1053760.0,5.0,-24.9,4.0,4.0,-47.0,0.0
75,2020-05-07,7811,,188.0,,63.0,,,0,0,1,1,1058760.0,5.0,-51.0,4.0,4.0,25.0,-0.0
76,2020-05-08,7899,,213.0,,38.0,,,0,0,1,1,1063760.0,5.0,-25.0,4.0,4.0,25.0,0.0
77,2020-05-11,7782,,266.0,,10.5,,,0,0,1,1,1074360.0,5.0,-27.5,4.0,4.0,53.0,0.0
78,2020-05-12,7831,,153.0,,7.4,,,0,0,1,1,1051760.0,5.0,-3.1,4.0,4.0,-113.0,0.0
79,2020-05-13,7666,131.0,174.0,117.0,0.1,0.30848915550093453,0.2755208488061781,1,1,1,1,1055960.0,4.0,-7.3,4.0,4.0,21.0,0.0
80,2020-05-14,7734,,56.0,,206.0,,,0,0,1,1,1040360.0,4.0,86.0,4.0,4.0,-78.0,-0.0
81,2020-05-15,7678,,63.0,,143.0,,,0,0,1,1,1041760.0,4.0,-63.0,4.0,4.0,7.0,0.0
82,2020-05-18,7785,,28.0,,165.0,,,0,0,1,1,1034760.0,4.0,22.0,4.0,4.0,-35.0,-0.0
83,2020-05-19,7833,,35.0,,66.0,,,0,0,1,1,1036160.0,4.0,-99.0,4.0,4.0,7.0,0.0
84,2020-05-20,7935,135.0,0.1,93.0,13.0,0.30713142750445854,0.2115794278364048,1,1,1,1,1029180.0,4.0,-53.0,4.0,4.0,-34.9,0.0
85,2020-05-21,7726,,178.0,,46.5,,,0,0,1,1,1037180.0,4.0,-49.5,4.0,4.0,40.0,-0.0
86,2020-05-22,7803,,65.0,,125.0,,,0,0,1,1,1014580.0,4.0,78.5,4.0,4.0,-113.0,-0.0
87,2020-05-25,7966,,61.0,,52.0,,,0,0,1,1,1013780.0,4.0,-73.0,4.0,4.0,-4.0,0.0
88,2020-05-26,7955,,164.0,,6.7,,,0,0,1,1,1034380.0,4.0,-45.3,4.0,4.0,103.0,0.0
89,2020-05-27,7893,139.0,160.0,86.0,0.1,0.3179143403554534,0.19669520338538843,1,1,1,1,1033580.0,4.0,-6.6,4.0,4.0,-4.0,0.0
90,2020-05-28,7901,,101.0,,108.0,,,0,0,1,1,1025380.0,4.0,19.0,4.0,4.0,-41.0,-0.0
91,2020-05-29,8039,,86.0,,91.0,,,0,0,1,1,1022380.0,4.0,-17.0,4.0,4.0,-15.0,0.0
92,2020-06-01,8089,,151.0,,21.5,,,0,0,1,1,1035380.0,4.0,-69.5,4.0,4.0,65.0,0.0
93,2020-06-02,8265,,187.0,,6.5,,,0,0,1,1,1042580.0,4.0,-15.0,4.0,4.0,36.0,0.0
94,2020-06-03,8340,141.0,371.0,90.0,0.2,0.3052041839345865,0.19481118123484242,1,1,1,1,1079380.0,4.0,-6.3,4.0,4.0,184.0,0.0
95,2020-06-04,8439,,182.0,,56.0,,,0,0,1,1,1086980.0,4.0,-37.0,4.0,4.0,38.0,-0.0
96,2020-06-05,8552,,245.0,,20.0,,,0,0,1,1,1099580.0,4.0,-36.0,4.0,4.0,63.0,0.0
97,2020-06-08,8588,,341.0,,4.7,,,0,0,1,1,1118780.0,4.0,-15.3,4.0,4.0,96.0,0.0
98,2020-06-09,8686,,380.0,,1.1,,,0,0,1,1,1126580.0,4.0,-3.6,4.0,4.0,39.0,0.0
99,2020-06-10,8473,127.0,463.0,123.0,0.1,0.2705851357125515,0.26206276923341604,0,1,0,1,1143180.0,4.0,-1.0,4.0,4.0,83.0,0.0
100,2020-06-11,8373,,34.0,,243.0,,,0,0,0,1,1143180.0,4.0,117.0,4.0,4.0,-0.0,-0.0
101,2020-06-12,8207,,14.0,,323.0,,,0,0,0,1,1143180.0,4.0,80.0,4.0,4.0,-0.0,-0.0
102,2020-06-15,8504,,1.8,,475.0,,,0,0,0,1,1143180.0,4.0,152.0,4.0,4.0,-0.0,-0.0
103,2020-06-16,8534,,7.7,,183.0,,,0,0,0,1,1143180.0,4.0,-292.0,4.0,4.0,0.0,0.0
104,2020-06-17,8570,217.0,0.2,66.0,179.0,0.4571053799756167,0.13902744275756085,1,0,1,0,1143180.0,4.0,-4.0,5.0,5.0,-0.0,0.0
105,2020-06-18,8584,,235.0,,42.0,,,0,0,1,0,1152180.0,4.0,-0.0,5.0,5.0,15.0,21.0
106,2020-06-19,8596,,231.0,,27.0,,,0,0,1,0,1154930.0,4.0,-0.0,5.0,5.0,-4.0,15.0
107,2020-06-22,8631,,230.0,,13.0,,,0,0,1,0,1158180.0,4.0,-0.0,5.0,5.0,-1.0,14.0
108,2020-06-23,8698,,260.0,,3.2,,,0,0,1,0,1168130.0,4.0,-0.0,5.0,5.0,30.0,9.8
109,2020-06-29,8645,,65.0,,85.0,,,0,0,1,0,1098930.0,4.0,0.0,5.0,5.0,-195.0,-81.8
110,2020-06-30,8719,,102.0,,11.0,,,0,0,1,0,1126680.0,4.0,-0.0,5.0,5.0,37.0,74.0
111,2020-07-01,8870,164.0,203.0,60.0,0.2,0.33377795471097094,0.1221138858698674,1,0,1,0,1154630.0,4.0,-0.0,5.0,5.0,101.0,10.8
112,2020-07-02,9009,,276.0,,23.0,,,0,0,1,0,1190380.0,4.0,0.0,5.0,5.0,109.0,34.0
113,2020-07-03,9242,,398.0,,10.0,,,0,0,1,0,1224130.0,4.0,-0.0,5.0,5.0,122.0,13.0
114,2020-07-06,9203,,615.0,,2.1,,,0,0,1,0,1280355.0,4.0,-0.0,5.0,5.0,217.0,7.9
115,2020-07-07,9301,,575.0,,0.6,,,0,0,1,0,1270730.0,4.0,-0.0,5.0,5.0,-40.0,1.5
116,2020-07-08,9324,138.0,655.0,110.0,0.1,0.2671863347952772,0.21297461469188766,0,1,0,1,1290855.0,4.0,-0.0,5.0,5.0,80.0,0.5
117,2020-07-09,9170,,136.0,,85.0,,,0,0,0,1,1290855.0,4.0,-28.0,5.0,5.0,-0.0,-0.0
118,2020-07-10,9379,,54.0,,159.0,,,0,0,0,1,1290855.0,4.0,74.0,5.0,5.0,-0.0,-0.0
119,2020-07-13,9363,,135.0,,29.5,,,0,0,0,1,1290855.0,4.0,-129.5,5.0,5.0,0.0,0.0
120,2020-07-14,9417,,109.0,,21.0,,,0,0,0,1,1290855.0,4.0,-8.5,5.0,5.0,-0.0,0.0
121,2020-07-15,9362,228.0,120.0,68.0,0.1,0.43964651112259673,0.1311226436681429,1,0,1,0,1290855.0,4.0,-20.9,5.0,5.0,0.0,0.0
122,2020-07-16,9372,,177.0,,65.0,,,0,0,1,0,1277355.0,4.0,0.0,5.0,5.0,-54.0,0.0
123,2020-07-17,9366,,164.0,,44.5,,,0,0,1,0,1279230.0,4.0,-0.0,5.0,5.0,-13.0,20.5
124,2020-07-20,9621,,144.0,,25.5,,,0,0,1,0,1278980.0,4.0,-0.0,5.0,5.0,-20.0,19.0
125,2020-07-21,9665,,370.0,,1.8,,,0,0,1,0,1341405.0,4.0,-0.0,5.0,5.0,226.0,23.7
126,2020-07-22,9620,186.0,401.0,63.0,0.2,0.34904007481951604,0.11822325114854576,1,0,1,0,1349555.0,4.0,-0.0,5.0,5.0,31.0,1.6
127,2020-07-23,9483,,160.0,,70.0,,,0,0,1,0,1339805.0,4.0,0.0,5.0,5.0,-29.0,-10.0
128,2020-07-24,9831,,88.0,,134.0,,,0,0,1,0,1305805.0,4.0,0.0,5.0,5.0,-72.0,-64.0
129,2020-07-27,9787,,319.0,,15.0,,,0,0,1,0,1393305.0,4.0,-0.0,5.0,5.0,231.0,119.0
130,2020-07-28,9754,,272.0,,11.5,,,0,0,1,0,1382430.0,4.0,-0.0,5.0,5.0,-47.0,3.5
131,2020-07-29,9928,205.0,229.0,97.0,0.1,0.37276018058600824,0.17637920739923318,1,1,1,1,1374530.0,4.0,-0.0,5.0,5.0,-43.0,11.4
132,2020-07-30,9909,,320.0,,47.0,,,0,0,1,1,1402530.0,4.0,-53.0,5.0,5.0,112.0,-0.0
133,2020-07-31,9773,,301.0,,45.5,,,0,0,1,1,1397780.0,4.0,-1.5,5.0,5.0,-19.0,0.0
134,2020-08-03,9962,,171.0,,43.0,,,0,0,1,1,1365280.0,4.0,-2.5,5.0,5.0,-130.0,0.0
135,2020-08-04,10074,,314.0,,2.1,,,0,0,1,1,1401030.0,4.0,-40.9,5.0,5.0,143.0,0.0
136,2020-08-05,10169,176.0,393.0,85.0,0.1,0.31244374981015405,0.15089612916967668,1,0,1,0,1420780.0,4.0,-2.0,6.0,6.0,79.0,0.0
137,2020-08-06,10092,,237.0,,54.0,,,0,0,1,0,1446580.0,4.0,0.0,6.0,6.0,58.0,28.0
138,2020-08-07,10187,,170.0,,62.0,,,0,0,1,0,1424080.0,4.0,0.0,6.0,6.0,-67.0,-8.0
139,2020-08-10,10068,,221.0,,20.0,,,0,0,1,0,1451980.0,4.0,-0.0,6.0,6.0,51.0,42.0
140,2020-08-11,9988,,97.0,,25.0,,,0,0,1,0,1413280.0,4.0,0.0,6.0,6.0,-124.0,-5.0
141,2020-08-12,10058,130.0,0.2,121.0,40.5,0.23332922681206353,0.21717566495584376,0,1,0,1,1379590.0,4.0,0.0,6.0,6.0,-96.8,-15.5
142,2020-08-13,10122,,155.0,,77.0,,,0,0,0,1,1379590.0,4.0,-47.0,6.0,6.0,0.0,-0.0
143,2020-08-14,10286,,183.0,,42.5,,,0,0,0,1,1379590.0,4.0,-34.5,6.0,6.0,0.0,0.0
144,2020-08-17,10210,,311.0,,6.5,,,0,0,0,1,1379590.0,4.0,-36.0,6.0,6.0,0.0,0.0
145,2020-08-18,10128,,230.0,,3.3,,,0,0,0,1,1379590.0,4.0,-3.2,6.0,6.0,-0.0,0.0
146,2020-08-19,9677,139.0,156.0,101.0,0.1,0.2593053517025518,0.18841611886300527,0,1,0,1,1379590.0,4.0,-3.2,6.0,6.0,-0.0,0.0
147,2020-08-20,9930,,18.5,,423.0,,,0,0,0,1,1379590.0,4.0,319.0,6.0,6.0,-0.0,-0.0
148,2020-08-21,9982,,32.0,,187.0,,,0,0,0,1,1379590.0,4.0,-236.0,6.0,6.0,0.0,0.0
149,2020-08-24,10114,,27.5,,137.0,,,0,0,0,1,1379590.0,4.0,-50.0,6.0,6.0,-0.0,0.0
150,2020-08-25,10174,,61.0,,38.0,,,0,0,0,1,1379590.0,4.0,-99.0,6.0,6.0,0.0,0.0
151,2020-08-26,10137,165.0,49.5,92.0,0.2,0.293840678808399,0.16383843909316795,0,0,0,0,1379590.0,4.0,-37.8,6.0,6.0,-0.0,0.0
152,2020-08-27,10067,,131.0,,94.0,,,0,0,0,0,1378090.0,4.0,0.0,6.0,6.0,0.0,-5.0
153,2020-08-28,9968,,88.0,,115.0,,,0,0,0,0,1371790.0,4.0,0.0,6.0,6.0,-0.0,-21.0
154,2020-08-31,10067,,28.0,,155.0,,,0,0,0,0,1359790.0,4.0,0.0,6.0,6.0,-0.0,-40.0
155,2020-09-01,10069,,26.5,,67.0,,,0,0,0,0,1386190.0,4.0,-0.0,6.0,6.0,-0.0,88.0
156,2020-09-02,10113,165.0,0.2,101.0,82.0,0.29453801652138245,0.18029296768884623,0,1,0,1,1381690.0,4.0,0.0,6.0,6.0,-0.0,-15.0
157,2020-09-03,9986,,174.0,,75.0,,,0,0,0,1,1381690.0,4.0,-29.0,6.0,6.0,0.0,0.0
158,2020-09-04,9959,,98.0,,120.0,,,0,0,0,1,1381690.0,4.0,45.0,6.0,6.0,-0.0,-0.0
159,2020-09-07,10046,,52.0,,102.0,,,0,0,0,1,1381690.0,4.0,-18.0,6.0,6.0,-0.0,0.0
160,2020-09-08,9977,,68.0,32.0,32.0,,0.05790118165998993,0,0,0,0,1381690.0,4.0,-70.0,6.0,6.0,0.0,0.0
161,2020-09-09,10077,175.0,0.1,124.0,58.0,0.3135048118512482,0.22214055239745586,1,1,1,1,1372990.0,4.0,0.0,5.0,6.0,-0.0,-29.0
162,2020-09-10,10042,,211.0,,63.0,,,0,0,1,1,1381240.0,4.0,-64.0,5.0,6.0,33.0,-0.0
163,2020-09-11,10163,,175.0,,61.0,,,0,0,1,1,1372240.0,4.0,-2.0,5.0,6.0,-36.0,0.0
164,2020-09-14,10222,,246.0,,11.5,,,0,0,1,1,1389990.0,4.0,-49.5,5.0,6.0,71.0,0.0
165,2020-09-15,10343,,296.0,,2.8,,,0,0,1,1,1402490.0,4.0,-8.7,5.0,6.0,50.0,0.0
166,2020-09-16,10255,138.0,418.0,107.0,0.1,0.24292982795038176,0.18835863471515107,0,1,0,1,1432990.0,4.0,-2.7,5.0,6.0,122.0,0.0
167,2020-09-17,10273,,79.0,,128.0,,,0,0,0,1,1432990.0,4.0,18.0,5.0,6.0,-0.0,-0.0
168,2020-09-18,10099,,73.0,,100.0,,,0,0,0,1,1432990.0,4.0,-28.0,5.0,6.0,-0.0,0.0
169,2020-09-21,9949,,16.0,,196.0,,,0,0,0,1,1432990.0,4.0,96.0,5.0,6.0,-0.0,-0.0
170,2020-09-22,9968,,1.9,,276.0,,,0,0,0,1,1432990.0,4.0,80.0,5.0,6.0,-0.0,-0.0
171,2020-09-23,9620,182.0,0.2,84.0,323.0,0.3415338366513544,0.15763100153139434,1,0,1,0,1432990.0,4.0,47.0,6.0,6.0,-0.0,-0.0
172,2020-09-24,9635,,23.0,,274.0,,,0,0,1,0,1326490.0,4.0,-0.0,6.0,6.0,-162.0,-193.0
173,2020-09-25,9855,,13.0,,271.0,,,0,0,1,0,1324390.0,4.0,-0.0,6.0,6.0,-10.0,3.0
174,2020-09-28,9861,,42.0,,82.0,,,0,0,1,0,1389790.0,4.0,-0.0,6.0,6.0,29.0,189.0
175,2020-09-29,9913,,23.0,,69.0,,,0,0,1,0,1387990.0,4.0,-0.0,6.0,6.0,-19.0,13.0
176,2020-10-05,10117,,142.0,,30.0,,,0,0,1,0,1435390.0,4.0,-0.0,6.0,6.0,119.0,39.0
177,2020-10-06,10194,,256.0,,1.4,,,0,0,1,0,1478170.0,4.0,-0.0,6.0,6.0,114.0,28.6
178,2020-10-07,10313,112.0,309.0,84.0,0.3,0.19605161572539687,0.14703871179404765,0,0,0,0,1494400.0,4.0,-0.0,6.0,6.0,53.0,1.1
179,2020-10-12,10355,,209.0,,9.0,,,0,0,0,0,1516000.0,4.0,0.0,6.0,6.0,-0.0,72.0
180,2020-10-13,10330,,208.0,,2.6,,,0,0,0,0,1517920.0,4.0,-0.0,6.0,6.0,-0.0,6.4
181,2020-10-14,10280,135.0,150.0,94.0,0.1,0.23707080517975476,0.16507152360664404,0,0,0,0,1518670.0,4.0,-0.0,6.0,6.0,-0.0,2.5
182,2020-10-15,10188,,100.0,,106.0,,,0,0,0,0,1514170.0,4.0,0.0,6.0,6.0,-0.0,-15.0
183,2020-10-16,10295,,42.5,,143.0,,,0,0,0,0,1503070.0,4.0,0.0,6.0,6.0,-0.0,-37.0
184,2020-10-19,10295,,85.0,,39.0,,,0,0,0,0,1534270.0,4.0,-0.0,6.0,6.0,0.0,104.0
185,2020-10-20,10324,,46.0,40.5,40.5,,0.07081812893978726,0,0,0,0,1533820.0,4.0,0.0,6.0,6.0,-0.0,-1.5
186,2020-10-21,10352,134.0,10.0,82.0,0.1,0.2336780694023812,0.14299702754474072,0,0,0,0,1545040.0,4.0,-0.0,6.0,6.0,-0.0,37.4
187,2020-10-22,10354,,146.0,,54.0,,,0,0,0,0,1552540.0,4.0,0.0,6.0,6.0,0.0,25.0
188,2020-10-23,10376,,126.0,,30.0,,,0,0,0,0,1559740.0,4.0,-0.0,6.0,6.0,-0.0,24.0
189,2020-10-26,10324,,128.0,,16.0,,,0,0,0,0,1563940.0,4.0,-0.0,6.0,6.0,0.0,14.0
190,2020-10-27,10259,,80.0,,13.0,,,0,0,0,0,1564840.0,4.0,-0.0,6.0,6.0,-0.0,3.0
191,2020-10-28,10119,183.0,0.2,90.0,28.5,0.32647573983402095,0.16056183926263326,1,0,1,0,1560190.0,4.0,0.0,6.0,6.0,-0.0,-15.5
192,2020-10-29,9929,,101.0,,144.0,,,0,0,1,0,1517590.0,4.0,0.0,6.0,6.0,-85.0,-57.0
193,2020-10-30,10032,,30.5,,251.0,,,0,0,1,0,1464340.0,4.0,0.0,6.0,6.0,-70.5,-107.0
194,2020-11-02,10200,,38.0,,152.0,,,0,0,1,0,1496290.0,4.0,-0.0,6.0,6.0,7.5,99.0
195,2020-11-03,10380,,86.0,,52.0,,,0,0,1,0,1540690.0,4.0,-0.0,6.0,6.0,48.0,100.0
196,2020-11-04,10407,162.0,165.0,114.0,0.1,0.2810133038048866,0.19775010267751278,0,1,0,1,1579960.0,4.0,-0.0,6.0,6.0,79.0,51.9
197,2020-11-05,10453,,140.0,,72.0,,,0,0,0,1,1579960.0,4.0,-45.0,6.0,6.0,-0.0,-0.0
198,2020-11-06,10642,,153.0,,48.5,,,0,0,0,1,1579960.0,4.0,-23.5,6.0,6.0,0.0,0.0
199,2020-11-09,10587,,294.0,,4.8,,,0,0,0,1,1579960.0,4.0,-43.7,6.0,6.0,0.0,0.0
200,2020-11-10,10777,,240.0,,2.3,,,0,0,0,1,1579960.0,4.0,-2.5,6.0,6.0,-0.0,0.0
201,2020-11-11,10742,127.0,399.0,116.0,0.3,0.21343026018362027,0.19494417465590513,0,1,0,1,1579960.0,4.0,-2.0,6.0,6.0,0.0,0.0
202,2020-11-12,10798,,91.0,,113.0,,,0,0,0,1,1579960.0,4.0,-6.0,6.0,6.0,-0.0,-0.0
203,2020-11-13,11095,,105.0,,71.0,,,0,0,0,1,1579960.0,4.0,-42.0,6.0,6.0,0.0,0.0
204,2020-11-16,11140,,334.0,,5.0,,,0,0,0,1,1579960.0,4.0,-66.0,6.0,6.0,0.0,0.0
205,2020-11-17,11272,,375.0,,1.9,,,0,0,0,1,1579960.0,4.0,-3.1,6.0,6.0,0.0,0.0
206,2020-11-18,11297,132.0,510.0,99.0,0.2,0.21093479409264343,0.15820109556948256,0,0,0,0,1579960.0,4.0,-1.7,6.0,6.0,0.0,0.0
207,2020-11-19,11288,,139.0,,72.0,,,0,0,0,0,1587160.0,4.0,0.0,6.0,6.0,-0.0,24.0
208,2020-11-20,11428,,121.0,,62.0,,,0,0,0,0,1590160.0,4.0,-0.0,6.0,6.0,-0.0,10.0
209,2020-11-23,11354,,212.0,,11.5,,,0,0,0,0,1605310.0,4.0,-0.0,6.0,6.0,0.0,50.5
210,2020-11-24,11267,,129.0,,8.7,,,0,0,0,0,1606150.0,4.0,-0.0,6.0,6.0,-0.0,2.8
211,2020-11-25,11394,125.0,53.0,98.0,0.2,0.19804834555938136,0.155269902918555,0,0,0,0,1608700.0,4.0,-0.0,6.0,6.0,-0.0,8.5
212,2020-11-26,11433,,186.0,,29.0,,,0,0,0,0,1628500.0,4.0,0.0,6.0,6.0,0.0,66.0
213,2020-11-27,11275,,208.0,,17.5,,,0,0,0,0,1631950.0,4.0,-0.0,6.0,6.0,0.0,11.5
214,2020-11-30,11430,,97.0,,44.0,,,0,0,0,0,1624000.0,4.0,0.0,6.0,6.0,-0.0,-26.5
215,2020-12-01,11510,,196.0,,3.9,,,0,0,0,0,1636030.0,4.0,-0.0,6.0,6.0,0.0,40.1
216,2020-12-02,11537,127.0,280.0,101.0,0.1,0.1987230523439758,0.15803959280898863,0,0,0,0,1637170.0,4.0,-0.0,6.0,7.0,0.0,3.8
217,2020-12-03,11688,,123.0,,72.0,,,0,0,0,0,1646270.0,4.0,0.0,6.0,7.0,-0.0,26.0
218,2020-12-04,11775,,232.0,,25.5,,,0,0,0,0,1662545.0,4.0,-0.0,6.0,7.0,0.0,46.5
219,2020-12-07,11895,,312.0,,5.8,,,0,0,0,0,1669440.0,4.0,-0.0,6.0,7.0,0.0,19.7
220,2020-12-08,11952,,410.0,,1.0,,,0,0,0,0,1671120.0,4.0,-0.0,6.0,7.0,0.0,4.8
221,2020-12-09,11792,144.0,449.0,97.0,0.2,0.22045118744892617,0.14849836932323499,0,0,0,0,1671400.0,4.0,-0.0,6.0,7.0,0.0,0.8
222,2020-12-10,11792,,60.0,,170.0,,,0,0,0,0,1644800.0,4.0,0.0,6.0,7.0,-0.0,-76.0
223,2020-12-11,11756,,41.0,,154.0,,,0,0,0,0,1650400.0,4.0,-0.0,6.0,7.0,-0.0,16.0
224,2020-12-14,11639,,16.0,,163.0,,,0,0,0,0,1647250.0,4.0,0.0,6.0,7.0,-0.0,-9.0
225,2020-12-15,11849,,1.2,,270.0,,,0,0,0,0,1609800.0,4.0,0.0,6.0,7.0,-0.0,-107.0
226,2020-12-16,11846,180.0,0.1,63.0,27.0,0.27430782567931555,0.09600773898776044,0,0,0,0,1694850.0,4.0,-0.0,6.0,7.0,-0.0,243.0
227,2020-12-17,11796,,180.0,,41.0,,,0,0,0,0,1701500.0,4.0,0.0,6.0,7.0,0.0,19.0
228,2020-12-18,11969,,134.0,,52.0,,,0,0,0,0,1697650.0,4.0,0.0,6.0,7.0,-0.0,-11.0
229,2020-12-21,11706,,254.0,,7.3,,,0,0,0,0,1713295.0,4.0,-0.0,6.0,7.0,0.0,44.7
230,2020-12-22,11774,,55.0,,75.0,,,0,0,0,0,1689600.0,4.0,0.0,6.0,7.0,-0.0,-67.7
231,2020-12-23,11902,158.0,84.0,83.0,0.1,0.23964841552005878,0.12589125625420808,0,0,0,0,1715815.0,4.0,-0.0,6.0,7.0,0.0,74.9
232,2020-12-24,11964,,220.0,,29.0,,,0,0,0,0,1733665.0,4.0,0.0,6.0,7.0,0.0,51.0
233,2020-12-25,12096,,261.0,,13.5,,,0,0,0,0,1739090.0,4.0,-0.0,6.0,7.0,0.0,15.5
234,2020-12-28,12118,,387.0,,4.0,,,0,0,0,0,1742415.0,4.0,-0.0,6.0,7.0,0.0,9.5
235,2020-12-29,12296,,405.0,,0.8,,,0,0,0,0,1743535.0,4.0,-0.0,6.0,7.0,0.0,3.2
236,2020-12-30,12338,143.0,540.0,78.0,0.3,0.20923228234748814,0.11412669946226625,0,0,0,0,1743710.0,4.0,-0.0,6.0,7.0,0.0,0.5
237,2020-12-31,12533,,170.0,,51.0,,,0,0,0,0,1752110.0,4.0,0.0,6.0,7.0,-0.0,24.0
238,2021-01-04,12636,,306.0,,7.4,,,0,0,0,0,1767370.0,4.0,-0.0,6.0,7.0,0.0,43.6
239,2021-01-05,12571,,411.0,,1.5,,,0,0,0,0,1769435.0,4.0,-0.0,6.0,7.0,0.0,5.9
240,2021-01-06,12886,171.0,335.0,136.0,0.2,0.23956060669310206,0.19052773397813966,0,1,0,1,1769890.0,4.0,-0.0,6.0,7.0,-0.0,1.3
241,2021-01-07,13111,,377.0,,32.0,,,0,0,0,1,1769890.0,4.0,-107.0,6.0,7.0,0.0,-0.0
242,2021-01-08,13191,,580.0,,16.5,,,0,0,0,1,1769890.0,4.0,-15.5,6.0,7.0,0.0,0.0
243,2021-01-11,13149,,660.0,,4.5,,,0,0,0,1,1769890.0,4.0,-12.0,6.0,7.0,0.0,0.0
244,2021-01-12,13419,,615.0,,2.2,,,0,0,0,1,1769890.0,4.0,-2.3,6.0,7.0,-0.0,0.0
