,日期,Close,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,Implied volatility of Call,Implied volatility of Put,Signal of Long Call,Signal of Long Put,Signal of Long Call_E,Signal of Long Put_E,策略累積資金(金額),進場口數,策略近週報酬(點數)
337,2021-05-27,16601.61,,163.0,,204.0,,,0,0,1,1,1284350.0,5.0,-54.0
338,2021-05-28,16870.86,,343.0,,62.0,,,0,0,1,1,1329350.0,5.0,180.0
339,2021-05-31,17068.43,,454.0,,20.5,,,0,0,1,1,1357100.0,5.0,111.0
340,2021-06-01,17162.38,,560.0,,2.0,,,0,0,1,1,1383600.0,5.0,106.0
341,2021-06-02,17165.04,236.0,530.0,157.0,0.2,0.24820161557940912,0.16511717646596283,1,1,1,1,1376100.0,6.0,-30.0
342,2021-06-03,17246.16,,290.0,,88.0,,,0,0,1,1,1391400.0,6.0,51.0
343,2021-06-04,17147.41,,201.0,,122.0,,,0,0,1,1,1364700.0,6.0,-89.0
344,2021-06-07,17083.91,,164.0,,99.0,,,0,0,1,1,1353600.0,6.0,-37.0
345,2021-06-08,17076.21,,112.0,,50.0,,,0,0,1,1,1338000.0,6.0,-52.0
346,2021-06-09,16966.22,184.0,0.1,173.0,103.0,0.1957808229632108,0.18407653463388843,0,1,0,1,1304430.0,6.0,-111.9
347,2021-06-10,17159.22,,274.0,,64.0,,,0,0,0,1,1304430.0,6.0,0.0
348,2021-06-11,17213.52,,301.0,,32.0,,,0,0,0,1,1304430.0,6.0,0.0
