,日期,Close,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,Implied volatility of Call,Implied volatility of Put,Signal of Long Call,Signal of Long Put,Signal of Long Call_E,Signal of Long Put_E
375,2021-08-02,15808,,575.0,,5.9,,,0,0,1,1
376,2021-08-03,15897,,600.0,,1.8,,,0,0,1,1
377,2021-08-04,15870,174.0,655.0,108.0,655.0,0.19792914216954,0.12285257100178343,0,0,0,0
378,2021-08-05,15765,,147.0,,104.0,,,0,0,0,0
379,2021-08-06,15732,,82.0,,143.0,,,0,0,0,0
380,2021-08-09,15621,,41.5,,139.0,,,0,0,0,0
381,2021-08-10,15496,,3.0,,217.0,,,0,0,0,0
382,2021-08-11,15484,169.0,0.1,146.0,379.0,0.19703390417582378,0.170218639110475,0,1,0,1
383,2021-08-12,15262,,143.0,,133.0,,,0,0,0,1
384,2021-08-13,15100,,39.0,,255.0,,,0,0,0,1
385,2021-08-16,14904,,7.0,,388.0,,,0,0,0,1
386,2021-08-17,15137,,1.4,,575.0,,,0,0,0,1
387,2021-08-18,14764,194.0,0.1,123.0,362.0,0.23721115836624043,0.15039676535591534,0,0,0,0
388,2021-08-19,14624,,47.5,,351.0,,,0,0,0,0
389,2021-08-20,15115,,18.0,,463.0,,,0,0,0,0
390,2021-08-23,15217,,127.0,,86.0,,,0,0,0,0
391,2021-08-24,15398,,157.0,,22.0,,,0,0,0,0
392,2021-08-25,15429,183.0,309.0,139.0,0.1,0.21411679378964665,0.16263516031016875,0,0,0,0
393,2021-08-26,15608,,198.0,,112.0,,,0,0,0,0
394,2021-08-27,15771,,297.0,,46.0,,,0,0,0,0
395,2021-08-30,15891,,425.0,,8.4,,,0,0,0,0
396,2021-08-31,15910,,530.0,,1.7,,,0,0,0,0
397,2021-09-01,15755,174.0,545.0,121.0,0.2,0.19937388043355123,0.13864505478425115,0,0,0,0
398,2021-09-02,15944,,84.0,,195.0,,,0,0,0,0
399,2021-09-03,15929,,165.0,,91.0,,,0,0,0,0
400,2021-09-06,15860,,114.0,,62.0,,,0,0,0,0
401,2021-09-07,15696,,52.0,,64.0,,,0,0,0,0
402,2021-09-08,15674,167.0,0.1,159.0,258.0,0.19234196546316182,0.183127979093669,0,1,0,1
403,2021-09-09,15909,,146.0,,156.0,,,0,0,0,1
404,2021-09-10,15877,,271.0,,43.5,,,0,0,0,1
405,2021-09-13,15898,,220.0,,30.0,,,0,0,0,1
406,2021-09-14,15822,,220.0,,9.5,,,0,0,0,1
407,2021-09-15,15741,156.0,132.0,102.0,0.1,0.17890797509248982,0.11697829140662797,0,0,0,0
408,2021-09-16,15788,,97.0,,117.0,,,0,0,0,0
409,2021-09-17,15394,,94.0,,79.0,,,0,0,0,0
410,2021-09-22,15574,194.0,0.1,174.0,383.0,0.22487386298440823,0.20169099051178885,0,1,0,1
411,2021-09-23,15742,,270.0,,65.0,,,0,0,0,1
412,2021-09-24,15786,,382.0,,21.5,,,0,0,0,1
413,2021-09-27,15664,,415.0,,6.3,,,0,0,0,1
414,2021-09-28,15312,,292.0,,5.4,,,0,0,0,1
415,2021-09-29,15413,202.0,0.1,163.0,76.0,0.23659284788649868,0.19091403072029348,0,1,0,1
416,2021-09-30,15012,,240.0,,96.0,,,0,0,0,1
417,2021-10-01,14855,,46.0,,296.0,,,0,0,0,1
418,2021-10-04,14889,,8.7,,418.0,,,0,0,0,1
419,2021-10-05,14856,,1.9,,381.0,,,0,0,0,1
420,2021-10-06,15193,198.0,0.1,172.0,438.0,0.2352659483510096,0.2043724399816851,0,1,0,1
421,2021-10-07,15119,,409.0,,50.0,,,0,0,0,1
422,2021-10-08,14913,,338.0,,53.0,,,0,0,0,1
423,2021-10-12,14815,,130.0,,50.0,,,0,0,0,1
424,2021-10-13,14896,216.0,20.0,194.0,0.1,0.26177098574091073,0.23510912608211423,0,1,0,1
425,2021-10-14,15274,,222.0,,118.0,,,0,0,0,1
426,2021-10-15,15215,,496.0,,15.5,,,0,0,0,1
427,2021-10-18,15397,,430.0,,9.3,,,0,0,0,1
428,2021-10-19,15409,,605.0,,1.4,,,0,0,0,1
429,2021-10-20,15337,180.0,585.0,113.0,0.1,0.21187002040797887,0.1330072905894534,0,0,0,0
430,2021-10-21,15375,,119.0,,131.0,,,0,0,0,0
431,2021-10-22,15413,,120.0,,95.0,,,0,0,0,0
432,2021-10-25,15566,,116.0,,50.0,,,0,0,0,0
433,2021-10-26,15590,,215.0,,7.1,,,0,0,0,0
434,2021-10-27,15561,151.0,207.0,114.0,0.1,0.17517691163541793,0.1322527677247526,0,0,0,0
435,2021-10-28,15468,,117.0,,111.0,,,0,0,0,0
436,2021-10-29,15602,,67.0,,151.0,,,0,0,0,0
437,2021-11-01,15569,,102.0,,57.0,,,0,0,0,0
438,2021-11-02,15613,,55.0,,46.5,,,0,0,0,0
439,2021-11-03,15595,157.0,62.0,108.0,0.2,0.18174048981887211,0.12501893567158084,0,0,0,0
440,2021-11-04,15791,,127.0,,98.0,,,0,0,0,0
441,2021-11-05,15945,,253.0,,27.0,,,0,0,0,0
442,2021-11-08,16073,,378.0,,3.5,,,0,0,0,0
443,2021-11-09,16076,,500.0,,1.4,,,0,0,0,0
444,2021-11-10,15995,125.0,500.0,120.0,0.3,0.14107926535189694,0.13543609473782106,0,0,0,0
445,2021-11-11,16066,,75.0,,152.0,,,0,0,0,0
446,2021-11-12,16186,,90.0,,96.0,,,0,0,0,0
447,2021-11-15,16220,,145.0,,29.0,,,0,0,0,0
448,2021-11-16,16300,,159.0,,7.3,,,0,0,0,0
449,2021-11-17,16398,123.0,172.0,93.0,0.2,0.1354102844075335,0.1023833857715497,0,0,0,0
450,2021-11-18,16391,,175.0,,56.0,,,0,0,0,0
451,2021-11-19,16375,,160.0,,50.0,,,0,0,0,0
452,2021-11-22,16198,,132.0,,39.0,,,0,0,0,0
453,2021-11-23,16219,,14.5,,92.0,,,0,0,0,0
454,2021-11-24,16212,137.0,0.1,95.0,100.0,0.15255322494675155,0.10578508299227297,0,0,0,0
455,2021-11-25,15881,,122.0,,82.0,,,0,0,0,0
456,2021-11-26,15850,,13.0,,308.0,,,0,0,0,0
457,2021-11-29,15869,,5.6,,330.0,,,0,0,0,0
458,2021-11-30,16123,,2.0,,300.0,,,0,0,0,0
459,2021-12-01,16243,174.0,0.3,125.0,35.0,0.19338394916152185,0.1389252508344266,0,0,0,0
460,2021-12-02,16245,,245.0,,78.0,,,0,0,0,0
461,2021-12-03,16231,,232.0,,64.0,,,0,0,0,0
462,2021-12-06,16334,,200.0,,40.0,,,0,0,0,0
463,2021-12-07,16392,,274.0,,5.3,,,0,0,0,0
464,2021-12-08,16449,137.0,331.0,134.0,0.3,0.15035521203943925,0.1470627621407654,0,0,0,0
465,2021-12-09,16357,,145.0,,85.0,,,0,0,0,0
466,2021-12-10,16292,,85.0,,117.0,,,0,0,0,0
467,2021-12-13,16141,,30.5,,127.0,,,0,0,0,0
468,2021-12-14,16196,,2.7,,253.0,,,0,0,0,0
469,2021-12-15,16402,178.0,0.1,99.0,221.0,0.19591180937741215,0.10896218611440339,0,0,0,0
470,2021-12-16,16383,,302.0,,23.5,,,0,0,0,0
471,2021-12-17,16180,,286.0,,30.0,,,0,0,0,0
472,2021-12-20,16394,,128.0,,70.0,,,0,0,0,0
473,2021-12-21,16430,,270.0,,4.2,,,0,0,0,0
474,2021-12-22,16549,140.0,266.0,84.0,0.1,0.1527192211746947,0.09163153270481682,0,0,0,0
475,2021-12-23,16555,,212.0,,39.5,,,0,0,0,0
476,2021-12-24,16668,,198.0,,24.0,,,0,0,0,0
477,2021-12-27,16804,,290.0,,6.2,,,0,0,0,0
478,2021-12-28,16872,,415.0,,1.3,,,0,0,0,0
479,2021-12-29,16807,137.0,470.0,95.0,0.1,0.14715254851173534,0.10204008838405007,0,0,0,0
480,2022-01-04,17078,,280.0,,2.8,,,0,0,0,0
481,2022-01-05,16935,146.0,216.0,104.0,0.1,0.15563421363959815,0.11086272752409732,0,0,0,0
482,2022-01-06,16744,,72.0,,173.0,,,0,0,0,0
483,2022-01-07,16858,,20.0,,312.0,,,0,0,0,0
484,2022-01-10,16877,,16.5,,198.0,,,0,0,0,0
485,2022-01-11,16974,,7.0,,163.0,,,0,0,0,0
486,2022-01-12,17023,153.0,0.3,127.0,133.0,0.16225300637652565,0.13468060006417487,0,0,0,0
487,2022-01-13,16958,,171.0,,96.0,,,0,0,0,0
488,2022-01-14,17106,,108.0,,96.0,,,0,0,0,0
489,2022-01-17,16948,,185.0,,25.5,,,0,0,0,0
490,2022-01-18,16782,,56.0,,58.0,,,0,0,0,0
491,2022-01-19,16860,217.0,0.1,144.0,132.0,0.23234834557479447,0.15418507724778988,0,0,0,0
492,2022-01-20,16532,,230.0,,78.0,,,0,0,0,0
493,2022-01-21,16593,,55.0,,232.0,,,0,0,0,0
494,2022-01-24,16310,,40.0,,154.0,,,0,0,0,0
495,2022-01-25,16260,,2.7,,400.0,,,0,0,0,0
496,2022-02-07,16578,124.0,281.0,65.0,0.2,0.13502897493721575,0.07078131750741148,0,0,0,0
497,2022-02-08,16800,,120.0,,20.5,,,0,0,0,0
498,2022-02-09,16970,134.0,296.0,116.0,0.1,0.14254775335612552,0.12339954768142208,0,0,0,0
499,2022-02-10,16909,,235.0,,47.0,,,0,0,0,0
500,2022-02-11,16613,,196.0,,72.0,,,0,0,0,0
501,2022-02-14,16591,,37.0,,213.0,,,0,0,0,0
502,2022-02-15,16886,,9.5,,206.0,,,0,0,0,0
503,2022-02-16,16915,172.0,55.0,125.0,0.1,0.1835666852285984,0.13340602124171394,0,0,0,0
504,2022-02-17,16898,,178.0,,109.0,,,0,0,0,0
505,2022-02-18,16883,,154.0,,103.0,,,0,0,0,0
506,2022-02-21,16551,,119.0,,78.0,,,0,0,0,0
507,2022-02-22,16713,,4.0,,290.0,,,0,0,0,0
508,2022-02-23,16184,189.0,0.1,117.0,124.0,0.21082075062697914,0.13050808372146327,0,0,0,0
509,2022-02-24,16281,,24.0,,478.0,,,0,0,0,0
510,2022-02-25,16603,,13.5,,372.0,,,0,0,0,0
511,2022-03-01,16509,,31.0,,102.0,,,0,0,0,0
512,2022-03-02,16600,215.0,0.2,148.0,104.0,0.23381253619290226,0.1609500249141839,0,0,0,0
513,2022-03-03,16339,,252.0,,101.0,,,0,0,0,0
514,2022-03-04,15729,,104.0,,208.0,,,0,0,0,0
515,2022-03-07,15378,,3.6,,700.0,,,0,0,0,0
516,2022-03-08,15620,,0.8,,1040.0,,,0,0,0,0
517,2022-03-09,16107,253.0,0.1,201.0,750.0,0.28355890029120684,0.225278019598943,0,1,0,1
518,2022-03-10,15897,,600.0,,54.0,,,0,0,0,1
519,2022-03-11,15911,,399.0,,77.0,,,0,0,0,1
520,2022-03-14,15556,,366.0,,32.0,,,0,0,0,1
521,2022-03-15,15658,,86.0,,102.0,,,0,0,0,1
522,2022-03-16,16170,264.0,37.0,196.0,0.1,0.29473473950087725,0.21881821569004525,0,1,0,1
523,2022-03-17,16119,,605.0,,28.5,,,0,0,0,1
524,2022-03-18,16217,,545.0,,25.0,,,0,0,0,1
525,2022-03-21,16248,,625.0,,5.7,,,0,0,0,1
526,2022-03-22,16425,,655.0,,1.0,,,0,0,0,1
527,2022-03-23,16395,147.0,805.0,123.0,0.1,0.16186141572314874,0.13543506213569587,0,0,0,0
528,2022-03-24,16347,,117.0,,125.0,,,0,0,0,0
529,2022-03-25,16163,,80.0,,133.0,,,0,0,0,0
530,2022-03-28,16272,,7.5,,251.0,,,0,0,0,0
531,2022-03-29,16466,,6.3,,141.0,,,0,0,0,0
532,2022-03-30,16360,153.0,58.0,97.0,0.1,0.16882841855425404,0.10703501045596497,0,0,0,0
533,2022-03-31,16283,,95.0,,132.0,,,0,0,0,0
534,2022-04-01,16231,,39.5,,162.0,,,0,0,0,0
535,2022-04-06,15868,154.0,0.1,133.0,188.0,0.17520074554714046,0.15130973479071222,0,0,0,0
536,2022-04-07,16030,,26.0,,370.0,,,0,0,0,0
537,2022-04-08,15763,,39.0,,224.0,,,0,0,0,0
538,2022-04-11,15726,,3.1,,442.0,,,0,0,0,0
539,2022-04-12,16042,,0.7,,490.0,,,0,0,0,0
540,2022-04-13,16021,158.0,0.1,142.0,189.0,0.17803479442729792,0.16000595448529306,0,0,0,0
541,2022-04-14,15706,,139.0,,140.0,,,0,0,0,0
542,2022-04-15,15610,,18.0,,338.0,,,0,0,0,0
543,2022-04-18,15730,,4.7,,420.0,,,0,0,0,0
544,2022-04-19,15829,,1.2,,300.0,,,0,0,0,0
545,2022-04-20,15883,175.0,0.1,131.0,175.0,0.19890373286060745,0.14889365145565472,0,0,0,0
546,2022-04-21,15749,,184.0,,91.0,,,0,0,0,0
547,2022-04-22,15329,,92.0,,127.0,,,0,0,0,0
548,2022-04-25,15342,,4.2,,453.0,,,0,0,0,0
549,2022-04-26,15044,,1.2,,435.0,,,0,0,0,0
550,2022-04-27,15145,220.0,0.1,158.0,750.0,0.2622351016688228,0.18833248210760908,0,1,0,1
551,2022-04-28,15338,,264.0,,111.0,,,0,0,0,1
552,2022-04-29,15229,,386.0,,39.0,,,0,0,0,1
553,2022-05-03,15276,,267.0,,16.0,,,0,0,0,1
554,2022-05-04,15442,196.0,291.0,161.0,0.1,0.22913421497914985,0.18821739087573022,0,1,0,1
555,2022-05-05,15113,,261.0,,56.0,,,0,0,0,1
556,2022-05-06,14784,,74.0,,201.0,,,0,0,0,1
557,2022-05-09,14795,,4.3,,456.0,,,0,0,0,1
558,2022-05-10,14764,,1.4,,435.0,,,0,0,0,1
559,2022-05-11,14387,193.0,0.2,184.0,473.0,0.24217231106726528,0.230879301742885,0,1,0,1
560,2022-05-12,14606,,46.5,,418.0,,,0,0,0,1
561,2022-05-13,14679,,71.0,,222.0,,,0,0,0,1
562,2022-05-16,14832,,64.0,,141.0,,,0,0,0,1
563,2022-05-17,15001,,106.0,,29.0,,,0,0,0,1
564,2022-05-18,14714,205.0,301.0,123.0,0.1,0.2515130537486673,0.15090783224920037,0,0,0,0
565,2022-05-19,14939,,75.0,,272.0,,,0,0,0,0
566,2022-05-20,14946,,141.0,,121.0,,,0,0,0,0
567,2022-05-23,14729,,130.0,,100.0,,,0,0,0,0
568,2022-05-24,14864,,10.0,,193.0,,,0,0,0,0
569,2022-05-25,14753,184.0,5.0,140.0,0.2,0.2251515294634913,0.17131094633091726,0,1,0,1
570,2022-05-26,15032,,116.0,,184.0,,,0,0,0,1
571,2022-05-27,15362,,250.0,,44.5,,,0,0,0,1
572,2022-05-30,15484,,540.0,,3.2,,,0,0,0,1
573,2022-05-31,15411,,660.0,,1.1,,,0,0,0,1
574,2022-06-01,15336,164.0,665.0,134.0,0.1,0.1930497168939953,0.1577357442914352,0,0,0,0
575,2022-06-06,15264,,103.0,,74.0,,,0,0,0,0
576,2022-06-07,15444,,17.0,,129.0,,,0,0,0,0
577,2022-06-08,15380,171.0,59.0,127.0,0.1,0.20071378269488382,0.14906813100731137,0,0,0,0
578,2022-06-09,15277,,123.0,,138.0,,,0,0,0,0
579,2022-06-10,14853,,68.0,,195.0,,,0,0,0,0
580,2022-06-13,14855,,2.8,,550.0,,,0,0,0,0
581,2022-06-14,14802,,1.3,,550.0,,,0,0,0,0
582,2022-06-15,14667,495.0,0.2,75.0,540.0,0.6092581225364575,0.0923118367479481,1,0,1,0
583,2022-06-16,14458,,367.0,,86.0,,,0,0,1,0
584,2022-06-17,14287,,207.0,,123.0,,,0,0,1,0
585,2022-06-20,14602,,65.0,,156.0,,,0,0,1,0
586,2022-06-21,14271,,227.0,,11.0,,,0,0,1,0
587,2022-06-22,14195,348.0,0.1,108.0,112.0,0.44256928301945747,0.13734908783362473,1,0,1,0
588,2022-06-23,14309,,288.0,,120.0,,,0,0,1,0
589,2022-06-24,14533,,340.0,,60.0,,,0,0,1,0
590,2022-06-27,14450,,510.0,,6.5,,,0,0,1,0
591,2022-06-28,14272,,425.0,,2.4,,,0,0,1,0
592,2022-06-29,13880,244.0,261.0,128.0,0.1,0.31734947275508724,0.16647841193709492,1,0,1,0
593,2022-06-30,13431,,74.0,,350.0,,,0,0,1,0
594,2022-07-01,13408,,8.8,,735.0,,,0,0,1,0
595,2022-07-04,13465,,2.4,,750.0,,,0,0,1,0
596,2022-07-05,13135,,1.0,,665.0,,,0,0,1,0
597,2022-07-06,13443,310.0,0.4,180.0,1050.0,0.41629665002402044,0.24172063549781836,1,1,1,1
598,2022-07-07,13588,,490.0,,57.0,,,0,0,1,1
599,2022-07-08,13534,,600.0,,21.5,,,0,0,1,1
600,2022-07-11,13170,,525.0,,9.9,,,0,0,1,1
601,2022-07-12,13537,,204.0,,38.0,,,0,0,1,1
602,2022-07-13,13642,217.0,580.0,191.0,0.2,0.28715680299010665,0.25275091876087724,0,1,0,1
603,2022-07-14,13735,,247.0,,114.0,,,0,0,0,1
604,2022-07-15,13903,,275.0,,51.0,,,0,0,0,1
605,2022-07-18,13934,,400.0,,8.0,,,0,0,0,1
606,2022-07-19,14021,,432.0,,1.5,,,0,0,0,1
607,2022-07-20,14156,236.0,462.0,114.0,0.1,0.3009600635409142,0.1453790137443399,1,0,1,0
608,2022-07-21,14164,,304.0,,47.0,,,0,0,1,0
609,2022-07-22,14202,,296.0,,34.0,,,0,0,1,0
610,2022-07-25,14116,,319.0,,13.5,,,0,0,1,0
611,2022-07-26,14200,,216.0,,8.4,,,0,0,1,0
612,2022-07-27,14242,215.0,286.0,115.0,0.1,0.2725240907739206,0.14576869971628312,0,0,0,0
613,2022-07-28,14349,,222.0,,78.0,,,0,0,0,0
614,2022-07-29,14279,,276.0,,30.0,,,0,0,0,0
615,2022-08-01,14054,,213.0,,28.5,,,0,0,0,0
616,2022-08-02,14081,,65.0,,119.0,,,0,0,0,0
617,2022-08-03,14063,199.0,0.1,160.0,43.0,0.2554538900726244,0.2053900623699493,0,1,0,1
618,2022-08-04,14420,,170.0,,148.0,,,0,0,0,1
619,2022-08-05,14370,,405.0,,23.0,,,0,0,0,1
620,2022-08-08,14425,,349.0,,10.5,,,0,0,0,1
621,2022-08-09,14287,,390.0,,1.4,,,0,0,0,1
622,2022-08-10,14593,166.0,295.0,140.0,0.3,0.20535294071645102,0.17318922711025989,0,1,0,1
623,2022-08-11,14683,,362.0,,23.0,,,0,0,0,1
624,2022-08-12,14794,,432.0,,8.1,,,0,0,0,1
625,2022-08-15,14834,,540.0,,2.1,,,0,0,0,1
626,2022-08-16,14843,,580.0,,0.7,,,0,0,0,1
627,2022-08-17,14781,164.0,600.0,85.0,0.1,0.20029838700265964,0.10381318838552481,0,0,0,0
628,2022-08-18,14818,,115.0,,99.0,,,0,0,0,0
629,2022-08-19,14643,,118.0,,64.0,,,0,0,0,0
630,2022-08-22,14492,,20.5,,143.0,,,0,0,0,0
631,2022-08-23,14499,,0.9,,270.0,,,0,0,0,0
632,2022-08-24,14634,173.0,0.1,99.0,253.0,0.21341280466285162,0.12212640266833705,0,0,0,0
633,2022-08-25,14705,,249.0,,37.5,,,0,0,0,0
634,2022-08-26,14284,,289.0,,20.0,,,0,0,0,0
635,2022-08-29,14413,,33.0,,169.0,,,0,0,0,0
636,2022-08-30,14506,,43.5,,52.0,,,0,0,0,0
637,2022-08-31,14201,192.0,78.0,119.0,0.2,0.2440729903901357,0.15127440550221952,0,0,0,0
638,2022-09-01,14062,,62.0,,287.0,,,0,0,0,0
639,2022-09-02,14077,,20.0,,381.0,,,0,0,0,0
640,2022-09-05,14099,,3.6,,356.0,,,0,0,0,0
641,2022-09-06,13821,,1.6,,333.0,,,0,0,0,0
642,2022-09-07,14009,186.0,0.2,144.0,585.0,0.23968631021227382,0.18556359500305072,0,1,0,1
643,2022-09-08,14261,,272.0,,50.0,,,0,0,0,1
644,2022-09-12,14339,,475.0,,3.2,,,0,0,0,1
645,2022-09-13,14042,,555.0,,0.7,,,0,0,0,1
646,2022-09-14,14106,179.0,316.0,151.0,0.1,0.22907968241902332,0.19324598907973475,0,1,0,1
647,2022-09-15,13949,,189.0,,98.0,,,0,0,0,1
648,2022-09-16,13884,,86.0,,152.0,,,0,0,0,1
649,2022-09-19,14022,,33.5,,165.0,,,0,0,0,1
650,2022-09-20,13905,,56.0,,45.0,,,0,0,0,1
651,2022-09-21,13733,201.0,0.1,170.0,148.0,0.2642214419049133,0.22347087126286205,0,1,0,1
652,2022-09-22,13612,,70.0,,212.0,,,0,0,0,1
653,2022-09-23,13256,,19.5,,281.0,,,0,0,0,1
654,2022-09-26,13309,,1.9,,615.0,,,0,0,0,1
655,2022-09-27,13009,,0.6,,570.0,,,0,0,0,1
656,2022-09-28,13017,197.0,0.2,175.0,900.0,0.2732075785897258,0.24269708757970565,0,1,0,1
657,2022-09-29,12888,,172.0,,143.0,,,0,0,0,1
658,2022-09-30,12797,,101.0,,195.0,,,0,0,0,1
659,2022-10-03,13087,,37.5,,224.0,,,0,0,0,1
660,2022-10-04,13308,,125.0,,29.5,,,0,0,0,1
661,2022-10-05,13365,145.0,322.0,130.0,0.1,0.1958558103398553,0.1755948644426289,0,1,0,1
662,2022-10-06,13182,,174.0,,93.0,,,0,0,0,1
663,2022-10-07,12584,,72.0,,178.0,,,0,0,0,1
664,2022-10-11,12566,,0.9,,690.0,,,0,0,0,1
665,2022-10-12,12363,212.0,0.2,188.0,710.0,0.30956326073112445,0.27451836328986506,1,1,1,1
666,2022-10-13,12662,,113.0,,296.0,,,0,0,1,1
667,2022-10-14,12472,,213.0,,95.0,,,0,0,1,1
668,2022-10-17,12594,,72.0,,146.0,,,0,0,1,1
669,2022-10-18,12477,,102.0,,52.0,,,0,0,1,1
670,2022-10-19,12413,195.0,0.1,168.0,51.0,0.28359284982789035,0.24432614754402862,0,1,0,1
671,2022-10-20,12320,,137.0,,177.0,,,0,0,0,1
672,2022-10-21,12399,,83.0,,214.0,,,0,0,0,1
673,2022-10-24,12200,,77.0,,141.0,,,0,0,0,1
674,2022-10-25,12256,,6.0,,270.0,,,0,0,0,1
675,2022-10-26,12471,188.0,0.1,150.0,209.0,0.2721410091694813,0.2171337839118202,0,1,0,1
676,2022-10-27,12282,,316.0,,52.0,,,0,0,0,1
677,2022-10-28,12458,,165.0,,91.0,,,0,0,0,1
678,2022-10-31,12548,,260.0,,16.5,,,0,0,0,1
679,2022-11-01,12599,,340.0,,2.4,,,0,0,0,1
680,2022-11-02,12472,187.0,386.0,141.0,0.2,0.27067174651685155,0.20408939175869556,0,1,0,1
681,2022-11-03,12544,,89.0,,171.0,,,0,0,0,1
682,2022-11-04,12740,,99.0,,111.0,,,0,0,0,1
683,2022-11-07,12848,,201.0,,18.5,,,0,0,0,1
684,2022-11-08,13108,,282.0,,2.9,,,0,0,0,1
685,2022-11-09,13001,169.0,565.0,124.0,0.1,0.23466448521332636,0.17217985897309152,0,1,0,1
686,2022-11-10,13569,,109.0,,175.0,,,0,0,0,1
687,2022-11-11,13640,,515.0,,9.2,,,0,0,0,1
688,2022-11-14,14039,,580.0,,2.7,,,0,0,0,1
689,2022-11-15,14070,,980.0,,1.1,,,0,0,0,1
690,2022-11-16,14095,240.0,945.0,162.0,0.3,0.3073856453113087,0.20748531058513334,1,1,1,1
691,2022-11-17,14049,,212.0,,111.0,,,0,0,1,1
692,2022-11-18,14015,,163.0,,115.0,,,0,0,1,1
693,2022-11-21,14088,,96.0,,84.0,,,0,0,1,1
694,2022-11-22,14183,,112.0,,25.5,,,0,0,1,1
695,2022-11-23,14358,160.0,171.0,126.0,0.2,0.2011701105382781,0.158421462048894,0,0,0,0
696,2022-11-24,14294,,259.0,,47.0,,,0,0,0,0
697,2022-11-25,14058,,204.0,,57.0,,,0,0,0,0
698,2022-11-28,14244,,42.5,,126.0,,,0,0,0,0
699,2022-11-29,14386,,118.0,,19.0,,,0,0,0,0
700,2022-11-30,14564,179.0,231.0,144.0,0.2,0.2218757209697022,0.1784922001097046,0,1,0,1
701,2022-12-01,14468,,279.0,,54.0,,,0,0,0,1
702,2022-12-02,14514,,195.0,,66.0,,,0,0,0,1
703,2022-12-05,14263,,203.0,,25.5,,,0,0,0,1
704,2022-12-06,14209,,32.5,,104.0,,,0,0,0,1
705,2022-12-07,14079,198.0,0.2,147.0,130.0,0.25388135189266914,0.1884876703445574,0,1,0,1
706,2022-12-08,14293,,118.0,,188.0,,,0,0,0,1
707,2022-12-09,14167,,211.0,,75.0,,,0,0,0,1
708,2022-12-12,14102,,117.0,,102.0,,,0,0,0,1
709,2022-12-13,14294,,89.0,,138.0,,,0,0,0,1
710,2022-12-14,14297,173.0,125.0,161.0,0.1,0.21844323868197318,0.20329110651906176,0,1,0,1
711,2022-12-15,14047,,127.0,,114.0,,,0,0,0,1
712,2022-12-16,13991,,24.0,,263.0,,,0,0,0,1
713,2022-12-19,13737,,6.5,,299.0,,,0,0,0,1
714,2022-12-20,13781,,0.9,,550.0,,,0,0,0,1
715,2022-12-21,13988,159.0,0.1,117.0,480.0,0.20520073951345214,0.15099677058537045,0,0,0,0
716,2022-12-22,13803,,291.0,,37.0,,,0,0,0,0
717,2022-12-23,13857,,143.0,,72.0,,,0,0,0,0
718,2022-12-26,13919,,150.0,,28.0,,,0,0,0,0
719,2022-12-27,13726,,190.0,,7.5,,,0,0,0,0
720,2022-12-28,13648,147.0,0.2,113.0,19.5,0.19444005794116526,0.14946752753300457,0,0,0,0
721,2022-12-29,13749,,94.0,,132.0,,,0,0,0,0
722,2022-12-30,13844,,123.0,,70.0,,,0,0,0,0
723,2023-01-03,13823,,158.0,,11.0,,,0,0,0,0
724,2023-01-04,13903,156.0,123.0,120.0,0.1,0.2025599105179373,0.15581531578302868,0,0,0,0
725,2023-01-05,13980,,182.0,,69.0,,,0,0,0,0
726,2023-01-06,14379,,218.0,,44.5,,,0,0,0,0
727,2023-01-09,14424,,575.0,,3.2,,,0,0,0,0
728,2023-01-10,14405,,615.0,,1.0,,,0,0,0,0
729,2023-01-11,14380,216.0,555.0,175.0,0.3,0.2711641588036583,0.21969318421592685,0,1,0,1
730,2023-01-12,14448,,210.0,,193.0,,,0,0,0,1
731,2023-01-13,14552,,213.0,,130.0,,,0,0,0,1
732,2023-01-16,14539,,262.0,,76.0,,,0,0,0,1
733,2023-01-17,14662,,246.0,,66.0,,,0,0,0,1
734,2023-01-30,14898,117.0,700.0,56.0,0.3,0.14177358215519947,0.06785744103154846,0,0,0,0
735,2023-01-31,15012,,11.0,,139.0,,,0,0,0,0
736,2023-02-01,15210,165.0,0.3,121.0,41.0,0.19583582913088368,0.14361294136264802,0,0,0,0
737,2023-02-02,15211,,278.0,,35.5,,,0,0,0,0
738,2023-02-03,15037,,266.0,,28.0,,,0,0,0,0
739,2023-02-06,15027,,111.0,,46.5,,,0,0,0,0
740,2023-02-07,15234,,87.0,,30.5,,,0,0,0,0
741,2023-02-08,15230,141.0,266.0,136.0,0.3,0.16713085318545312,0.161204227185969,0,0,0,0
742,2023-02-09,15207,,121.0,,123.0,,,0,0,0,0
743,2023-02-10,15162,,107.0,,131.0,,,0,0,0,0
744,2023-02-13,15288,,74.0,,141.0,,,0,0,0,0
745,2023-02-14,15009,,122.0,,65.0,,,0,0,0,0
746,2023-02-15,15186,109.0,0.1,176.0,202.0,0.12957479287453785,0.20922168390751064,0,1,0,1
747,2023-02-16,15079,,174.0,68.0,68.0,,0.08140925724657827,0,0,0,0
748,2023-02-17,15167,,95.0,99.0,99.0,,0.11783462627074864,0,0,0,0
749,2023-02-20,15171,,122.0,33.0,33.0,,0.03926785262778645,0,0,0,0
750,2023-02-21,15018,,114.0,18.5,18.5,,0.02223806776514393,0,0,0,0
751,2023-02-22,15243,141.0,0.2,103.0,16.5,0.1669883155556289,0.12198437235623956,0,0,0,0
