,日期,Close,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,Implied volatility of Call,Implied volatility of Put,Signal of Long Call,Signal of Long Put,Signal of Long Call_E,Signal of Long Put_E,策略累積資金(金額),進場口數,策略近週報酬(點數),Call進場口數,Put進場口數,Call策略近週報酬(點數),Put策略近週報酬(點數),策略每日報酬率,策略累積報酬率,每個時點最大策略累積資金(金額),Drawdown
349,2021-06-25,15637,,280.0,,41.0,,,0,0,0,0,2528830.0,3.0,-0.0,9.0,10.0,0.0,28.0,0.005566976694249659,1.5288300000000032,2528830.0,0.0
350,2021-06-28,15634,,354.0,,11.0,,,0,0,0,0,2543830.0,3.0,-0.0,9.0,10.0,0.0,30.0,0.0059315968254094464,1.5438300000000034,2543830.0,0.0
351,2021-06-29,15816,,358.0,,3.5,,,0,0,0,0,2547580.0,3.0,-0.0,9.0,10.0,0.0,7.5,0.0014741551125665442,1.5475800000000035,2547580.0,0.0
352,2021-06-30,15750,172.0,491.0,108.0,0.2,0.1971447924216979,0.12378859059036845,0,0,0,0,2549230.0,3.0,-0.0,9.0,10.0,0.0,3.3,0.0006476734783598115,1.5492300000000032,2549230.0,0.0
353,2021-07-01,15753,,134.0,,124.0,,,0,0,0,0,2539730.0,3.0,0.0,9.0,10.0,-0.0,-19.0,-0.0037266154878139446,1.5397300000000032,2549230.0,-0.0037266154878139676
354,2021-07-02,16000,,113.0,,110.0,,,0,0,0,0,2546730.0,3.0,-0.0,9.0,10.0,-0.0,14.0,0.002756198493540696,1.5467300000000033,2549230.0,-0.0009806882862668335
355,2021-07-05,15979,,245.0,,18.5,,,0,0,0,0,2592480.0,3.0,-0.0,9.0,10.0,0.0,91.5,0.017964212931877332,1.5924800000000032,2592480.0,0.0
356,2021-07-06,15930,,225.0,,8.3,,,0,0,0,0,2597580.0,3.0,-0.0,9.0,10.0,-0.0,10.2,0.0019672282910572214,1.5975800000000033,2597580.0,0.0
357,2021-07-07,15927,173.0,100.0,117.0,0.3,0.19608733493038052,0.13261397795869664,0,0,0,0,2601580.0,3.0,-0.0,9.0,10.0,-0.0,8.0,0.0015398948251834632,1.6015800000000033,2601580.0,0.0
358,2021-07-08,15765,,153.0,,105.0,,,0,0,0,0,2606080.0,3.0,0.0,9.0,10.0,0.0,9.0,0.0017297180943887103,1.606080000000003,2606080.0,0.0
359,2021-07-09,15930,,65.0,,173.0,,,0,0,0,0,2572080.0,3.0,0.0,9.0,10.0,-0.0,-68.0,-0.013046414538310458,1.5720800000000028,2606080.0,-0.013046414538310413
360,2021-07-12,15973,,106.0,,70.0,,,0,0,0,0,2623580.0,3.0,-0.0,9.0,10.0,0.0,103.0,0.0200227053590869,1.6235800000000031,2623580.0,0.0
361,2021-07-13,15975,,103.0,,34.5,,,0,0,0,0,2641330.0,3.0,-0.0,9.0,10.0,-0.0,35.5,0.006765564610189179,1.641330000000003,2641330.0,0.0
362,2021-07-14,16125,165.0,0.2,141.0,4.3,0.18472328440810795,0.15785444303965587,0,0,0,0,2656430.0,3.0,-0.0,9.0,11.0,-0.0,30.2,0.00571681690663417,1.656430000000003,2656430.0,0.0
363,2021-07-15,16028,,244.0,,72.0,,,0,0,0,0,2692730.0,3.0,0.0,9.0,11.0,0.0,66.0,0.013664956351193247,1.6927300000000032,2692730.0,0.0
364,2021-07-16,15897,,145.0,,70.0,,,0,0,0,0,2693830.0,3.0,-0.0,9.0,11.0,-0.0,2.0,0.00040850735127540005,1.6938300000000028,2693830.0,0.0
365,2021-07-19,15662,,68.0,,124.0,,,0,0,0,0,2664130.0,3.0,0.0,9.0,11.0,-0.0,-54.0,-0.011025194611389733,1.6641300000000028,2693830.0,-0.01102519461138973
366,2021-07-20,15601,,4.2,,295.0,,,0,0,0,0,2570080.0,3.0,0.0,9.0,11.0,-0.0,-171.0,-0.035302331342689786,1.5700800000000026,2693830.0,-0.04593831088079055
367,2021-07-21,15732,288.0,0.4,118.0,420.0,0.3304806003556747,0.13540524597906117,1,0,1,0,2501330.0,3.0,0.0,10.0,10.0,-0.0,-125.0,-0.02675014007346077,1.5013300000000025,2693830.0,-0.07145959470345196
368,2021-07-22,15732,,319.0,,47.0,,,0,0,1,0,2549330.0,3.0,-0.0,10.0,10.0,28.0,68.0,0.019189791031171355,1.5493300000000025,2693830.0,-0.053641098361811995
369,2021-07-23,15529,,313.0,,37.5,,,0,0,1,0,2551080.0,3.0,-0.0,10.0,10.0,-6.0,9.5,0.0006864548724567765,1.551080000000003,2693830.0,-0.052991465682689705
370,2021-07-26,15494,,153.0,,55.0,,,0,0,1,0,2462330.0,3.0,0.0,10.0,10.0,-160.0,-17.5,-0.03478918732458414,1.4623300000000028,2693830.0,-0.08593712298103444
371,2021-07-27,15291,,85.0,,53.0,,,0,0,1,0,2429330.0,3.0,-0.0,10.0,10.0,-68.0,2.0,-0.013401940438527715,1.4293300000000029,2693830.0,-0.09818733921591191
372,2021-07-28,15653,269.0,0.3,153.0,178.0,0.31023594529491655,0.17645390197071462,1,1,1,1,2324480.0,3.0,0.0,9.0,10.0,-84.7,-125.0,-0.04316004824375441,1.324480000000003,2693830.0,-0.13710961716218173
373,2021-07-29,15500,,485.0,,30.0,,,0,0,1,1,2568330.0,3.0,-126.0,9.0,10.0,213.0,296.0,0.10490518309471364,1.568330000000003,2693830.0,-0.04658794355991284
374,2021-07-30,15793,,358.0,,55.0,,,0,0,1,1,2486180.0,3.0,25.0,9.0,10.0,-127.0,-50.0,-0.031985765069130534,1.4861800000000032,2693830.0,-0.07708355761128208
375,2021-08-02,15808,,575.0,,5.9,,,0,0,1,1,2632930.0,3.0,-49.1,9.0,10.0,217.0,98.2,0.059026297371871816,1.6329300000000035,2693830.0,-0.022607217233455712
376,2021-08-03,15897,,600.0,,1.8,,,0,0,1,1,2648280.0,3.0,-4.1,9.0,10.0,25.0,8.2,0.00583000687447055,1.6482800000000033,2693830.0,-0.016909010590868762
377,2021-08-04,15870,174.0,655.0,108.0,655.0,0.19792914216954,0.12285257100178343,0,0,0,0,2019830.0,3.0,653.2,9.0,8.0,55.0,-1306.4,-0.23730496775265453,1.0198300000000025,2693830.0,-0.2502013861305279
378,2021-08-05,15765,,147.0,,104.0,,,0,0,0,0,2020230.0,3.0,-0.0,9.0,8.0,-0.0,1.0,0.00019803646841576317,1.0202300000000029,2693830.0,-0.25005289866101427
379,2021-08-06,15732,,82.0,,143.0,,,0,0,0,0,2004630.0,3.0,0.0,9.0,8.0,-0.0,-39.0,-0.007721893051781281,1.0046300000000028,2693830.0,-0.25584390997204726
380,2021-08-09,15621,,41.5,,139.0,,,0,0,0,0,2006230.0,3.0,-0.0,9.0,8.0,-0.0,4.0,0.0007981522774775929,1.0062300000000026,2693830.0,-0.2552499600939926
381,2021-08-10,15496,,3.0,,217.0,,,0,0,0,0,1975030.0,3.0,0.0,9.0,8.0,-0.0,-78.0,-0.01555155690025567,0.9750300000000027,2693830.0,-0.26683198271605857
382,2021-08-11,15484,169.0,0.1,146.0,379.0,0.19703390417582378,0.170218639110475,0,1,0,1,1910230.0,3.0,0.0,9.0,8.0,-0.0,-162.0,-0.03280962820817912,0.9102300000000025,2693830.0,-0.2908869527772725
383,2021-08-12,15262,,143.0,,133.0,,,0,0,0,1,2107030.0,3.0,-16.0,9.0,8.0,0.0,492.0,0.10302424315396586,1.107030000000003,2693830.0,-0.21783111777654862
384,2021-08-13,15100,,39.0,,255.0,,,0,0,0,1,2009430.0,3.0,122.0,9.0,8.0,-0.0,-244.0,-0.046321124995847285,1.0094300000000027,2693830.0,-0.25406206033788326
385,2021-08-16,14904,,7.0,,388.0,,,0,0,0,1,1903030.0,3.0,133.0,9.0,8.0,-0.0,-266.0,-0.052950339150903525,0.9030300000000024,2693830.0,-0.29355972722851853
386,2021-08-17,15137,,1.4,,575.0,,,0,0,0,1,1753430.0,3.0,187.0,9.0,8.0,-0.0,-374.0,-0.07861147748590402,0.7534300000000023,2693830.0,-0.34909404082662976
387,2021-08-18,14764,194.0,0.1,123.0,362.0,0.23721115836624043,0.15039676535591534,0,0,0,0,1923830.0,3.0,-213.0,9.0,8.0,-0.0,426.0,0.09718095390178116,0.9238300000000026,2693830.0,-0.28583837881380786
388,2021-08-19,14624,,47.5,,351.0,,,0,0,0,0,1831430.0,3.0,-0.0,9.0,8.0,0.0,-231.0,-0.0480291917685034,0.8314300000000026,2693830.0,-0.3201389842714648
389,2021-08-20,15115,,18.0,,463.0,,,0,0,0,0,1786630.0,3.0,0.0,9.0,8.0,-0.0,-112.0,-0.02446175939020323,0.7866300000000026,2693830.0,-0.33676958085699543
390,2021-08-23,15217,,127.0,,86.0,,,0,0,0,0,1937430.0,3.0,-0.0,9.0,8.0,0.0,377.0,0.08440471726098853,0.9374300000000027,2693830.0,-0.2807898048503432
391,2021-08-24,15398,,157.0,,22.0,,,0,0,0,0,1963030.0,3.0,-0.0,9.0,8.0,0.0,64.0,0.013213380612460801,0.9630300000000027,2693830.0,-0.27128660680146854
392,2021-08-25,15429,183.0,309.0,139.0,0.1,0.21411679378964665,0.16263516031016875,0,0,0,0,1971790.0,3.0,-0.0,9.0,8.0,0.0,21.9,0.004462489111220824,0.9717900000000026,2693830.0,-0.26803473121911925
393,2021-08-26,15608,,198.0,,112.0,,,0,0,0,0,1981390.0,3.0,0.0,9.0,8.0,-0.0,24.0,0.004868672627409643,0.9813900000000026,2693830.0,-0.26447103195079125
394,2021-08-27,15771,,297.0,,46.0,,,0,0,0,0,2007790.0,3.0,-0.0,9.0,8.0,0.0,66.0,0.013323979630461391,1.0077900000000026,2693830.0,-0.25467085896288927
395,2021-08-30,15891,,425.0,,8.4,,,0,0,0,0,2022830.0,3.0,-0.0,9.0,8.0,0.0,37.6,0.007490823243466727,1.0228300000000026,2693830.0,-0.2490877301091754
396,2021-08-31,15910,,530.0,,1.7,,,0,0,0,0,2025510.0,3.0,-0.0,9.0,8.0,0.0,6.7,0.0013248765343603086,1.0255100000000028,2693830.0,-0.24809286406343384
397,2021-09-01,15755,174.0,545.0,121.0,0.2,0.19937388043355123,0.13864505478425115,0,0,0,0,2026110.0,3.0,-0.0,9.0,8.0,0.0,1.5,0.00029622169231457995,1.0261100000000027,2693830.0,-0.24787013285916334
398,2021-09-02,15944,,84.0,,195.0,,,0,0,0,0,1995310.0,3.0,0.0,9.0,8.0,-0.0,-77.0,-0.015201543845102194,0.9953100000000028,2693830.0,-0.25930366801171567
399,2021-09-03,15929,,165.0,,91.0,,,0,0,0,0,2036910.0,3.0,-0.0,9.0,8.0,0.0,104.0,0.020848890648570872,1.0369100000000029,2693830.0,-0.24386097118229436
400,2021-09-06,15860,,114.0,,62.0,,,0,0,0,0,2048510.0,3.0,-0.0,9.0,8.0,-0.0,29.0,0.005694900609256148,1.048510000000003,2693830.0,-0.23955483456639803
401,2021-09-07,15696,,52.0,,64.0,,,0,0,0,0,2047710.0,3.0,0.0,9.0,8.0,-0.0,-2.0,-0.0003905277494373749,1.047710000000003,2693830.0,-0.23985180950542537
402,2021-09-08,15674,167.0,0.1,159.0,258.0,0.19234196546316182,0.183127979093669,0,1,0,1,1970110.0,3.0,0.0,9.0,8.0,-0.0,-194.0,-0.03789599113155673,0.9701100000000029,2693830.0,-0.26865837859107666
403,2021-09-09,15909,,146.0,,156.0,,,0,0,0,1,2051710.0,3.0,-6.0,9.0,8.0,0.0,204.0,0.041419007060519375,1.051710000000003,2693830.0,-0.2383669348102887
404,2021-09-10,15877,,271.0,,43.5,,,0,0,0,1,2141710.0,3.0,-112.5,9.0,8.0,0.0,225.0,0.043865848487359305,1.1417100000000033,2693830.0,-0.20495725416971375
405,2021-09-13,15898,,220.0,,30.0,,,0,0,0,1,2152510.0,3.0,-13.5,9.0,8.0,-0.0,27.0,0.0050426995251457996,1.1525100000000035,2693830.0,-0.20094809249284476
406,2021-09-14,15822,,220.0,,9.5,,,0,0,0,1,2168910.0,3.0,-20.5,9.0,8.0,0.0,41.0,0.007619012222939814,1.168910000000004,2693830.0,-0.19486010624278444
407,2021-09-15,15741,156.0,132.0,102.0,0.1,0.17890797509248982,0.11697829140662797,0,0,0,0,2176430.0,3.0,-9.4,9.0,9.0,-0.0,18.8,0.003467179366594353,1.1764300000000039,2693830.0,-0.1920685418159275
408,2021-09-16,15788,,97.0,,117.0,,,0,0,0,0,2168330.0,3.0,0.0,9.0,9.0,-0.0,-18.0,-0.0037216910261299585,1.1683300000000036,2693830.0,-0.19507541307357926
409,2021-09-17,15394,,94.0,,79.0,,,0,0,0,0,2185430.0,3.0,-0.0,9.0,9.0,-0.0,38.0,0.00788625347617744,1.1854300000000033,2693830.0,-0.18872757375187002
410,2021-09-22,15574,194.0,0.1,174.0,383.0,0.22487386298440823,0.20169099051178885,0,1,0,1,2048630.0,3.0,0.0,9.0,9.0,-0.0,-304.0,-0.06259637691438302,1.0486300000000028,2693830.0,-0.23951028832554394
411,2021-09-23,15742,,270.0,,65.0,,,0,0,0,1,2334830.0,3.0,-112.0,9.0,9.0,0.0,636.0,0.13970311866954988,1.3348300000000033,2693830.0,-0.1332675038885156
412,2021-09-24,15786,,382.0,,21.5,,,0,0,0,1,2373980.0,3.0,-43.5,9.0,9.0,0.0,87.0,0.016767816072262187,1.373980000000003,2693830.0,-0.11873429280986551
413,2021-09-27,15664,,415.0,,6.3,,,0,0,0,1,2387660.0,3.0,-15.2,9.0,9.0,0.0,30.4,0.005762474831295883,1.387660000000003,2693830.0,-0.11365602135249811
414,2021-09-28,15312,,292.0,,5.4,,,0,0,0,1,2388470.0,3.0,-0.9,9.0,9.0,-0.0,1.8,0.00033924428101150816,1.388470000000003,2693830.0,-0.11335533422673294
415,2021-09-29,15413,202.0,0.1,163.0,76.0,0.23659284788649868,0.19091403072029348,0,1,0,1,2324930.0,3.0,70.6,9.0,9.0,-0.0,-141.2,-0.02660280430568518,1.3249300000000028,2693830.0,-0.13694256875897884
416,2021-09-30,15012,,240.0,,96.0,,,0,0,0,1,2306930.0,3.0,-70.0,9.0,9.0,0.0,-40.0,-0.007742168581419628,1.306930000000003,2693830.0,-0.14362450488709383
417,2021-10-01,14855,,46.0,,296.0,,,0,0,0,1,2126930.0,3.0,200.0,9.0,9.0,-0.0,-400.0,-0.07802577451418113,1.1269300000000029,2693830.0,-0.21044386616824373
418,2021-10-04,14889,,8.7,,418.0,,,0,0,0,1,2017130.0,3.0,122.0,9.0,9.0,-0.0,-244.0,-0.051623701767335994,1.017130000000003,2693830.0,-0.2512036765497452
419,2021-10-05,14856,,1.9,,381.0,,,0,0,0,1,2050430.0,3.0,-37.0,9.0,9.0,-0.0,74.0,0.01650860380838126,1.050430000000003,2693830.0,-0.23884209471273243
420,2021-10-06,15193,198.0,0.1,172.0,438.0,0.2352659483510096,0.2043724399816851,0,1,0,1,1999130.0,3.0,57.0,9.0,9.0,-0.0,-114.0,-0.025019142326243804,0.999130000000003,2693830.0,-0.25788561267786014
421,2021-10-07,15119,,409.0,,50.0,,,0,0,0,1,2348330.0,3.0,-125.0,9.0,9.0,0.0,776.0,0.17467598405306317,1.3483300000000038,2693830.0,-0.12825605179242935
422,2021-10-08,14913,,338.0,,53.0,,,0,0,0,1,2345630.0,3.0,3.0,9.0,9.0,-0.0,-6.0,-0.0011497532288903267,1.3456300000000039,2693830.0,-0.12925834221164662
423,2021-10-12,14815,,130.0,,50.0,,,0,0,0,1,2348330.0,3.0,-3.0,9.0,9.0,-0.0,6.0,0.0011510766830233887,1.3483300000000042,2693830.0,-0.12825605179242935
424,2021-10-13,14896,216.0,20.0,194.0,0.1,0.26177098574091073,0.23510912608211423,0,1,0,1,2393240.0,3.0,-49.9,9.0,9.0,-0.0,99.8,0.019124228707208868,1.393240000000004,2693830.0,-0.11158462115278248
425,2021-10-14,15274,,222.0,,118.0,,,0,0,0,1,2287130.0,3.0,-79.0,9.0,9.0,0.0,-235.8,-0.04433738363055939,1.2871300000000039,2693830.0,-0.15097463462802033
426,2021-10-15,15215,,496.0,,15.5,,,0,0,0,1,2379380.0,3.0,-102.5,9.0,9.0,0.0,205.0,0.04033439288540652,1.3793800000000038,2693830.0,-0.116729711971431
427,2021-10-18,15397,,430.0,,9.3,,,0,0,0,1,2384960.0,3.0,-6.2,9.0,9.0,-0.0,12.4,0.0023451487362253776,1.384960000000004,2693830.0,-0.11465831177171537
428,2021-10-19,15409,,605.0,,1.4,,,0,0,0,1,2392070.0,3.0,-7.9,9.0,9.0,0.0,15.8,0.0029811820743324002,1.392070000000004,2693830.0,-0.11201894700110994
429,2021-10-20,15337,180.0,585.0,113.0,0.1,0.21187002040797887,0.1330072905894534,0,0,0,0,2393240.0,3.0,-1.3,9.0,10.0,-0.0,2.6,0.0004891161211837414,1.393240000000004,2693830.0,-0.11158462115278248
430,2021-10-21,15375,,119.0,,131.0,,,0,0,0,0,2382740.0,3.0,0.0,9.0,10.0,-0.0,-21.0,-0.004387357724256691,1.382740000000004,2693830.0,-0.11548241722751622
431,2021-10-22,15413,,120.0,,95.0,,,0,0,0,0,2400740.0,3.0,-0.0,9.0,10.0,0.0,36.0,0.007554328210379602,1.4007400000000039,2693830.0,-0.10880048109940123
432,2021-10-25,15566,,116.0,,50.0,,,0,0,0,0,2423240.0,3.0,-0.0,9.0,10.0,-0.0,45.0,0.009372110266001377,1.4232400000000038,2693830.0,-0.10044806093925748
433,2021-10-26,15590,,215.0,,7.1,,,0,0,0,0,2444690.0,3.0,-0.0,9.0,10.0,0.0,42.9,0.008851785213185748,1.444690000000004,2693830.0,-0.09248542038658712
434,2021-10-27,15561,151.0,207.0,114.0,0.1,0.17517691163541793,0.1322527677247526,0,0,0,0,2448190.0,3.0,-0.0,9.0,10.0,-0.0,7.0,0.001431674363620683,1.4481900000000039,2693830.0,-0.09118615502834254
435,2021-10-28,15468,,117.0,,111.0,,,0,0,0,0,2448190.0,3.0,0.0,9.0,10.0,-0.0,0.0,0.0,1.4481900000000039,2693830.0,-0.09118615502834254
436,2021-10-29,15602,,67.0,,151.0,,,0,0,0,0,2428190.0,3.0,0.0,9.0,10.0,-0.0,-40.0,-0.008169300585330386,1.4281900000000038,2693830.0,-0.09861052850402587
437,2021-11-01,15569,,102.0,,57.0,,,0,0,0,0,2475190.0,3.0,-0.0,9.0,10.0,0.0,94.0,0.019355981204106865,1.475190000000004,2693830.0,-0.08116325083617006
438,2021-11-02,15613,,55.0,,46.5,,,0,0,0,0,2480440.0,3.0,-0.0,9.0,10.0,-0.0,10.5,0.002121049293185573,1.4804400000000042,2693830.0,-0.07921435279880319
439,2021-11-03,15595,157.0,62.0,108.0,0.2,0.18174048981887211,0.12501893567158084,0,0,0,0,2503590.0,3.0,-0.0,9.0,10.0,0.0,46.3,0.009333021560690824,1.503590000000004,2693830.0,-0.07062064050069974
440,2021-11-04,15791,,127.0,,98.0,,,0,0,0,0,2507090.0,3.0,0.0,9.0,10.0,0.0,7.0,0.0013979924827947077,1.5070900000000038,2693830.0,-0.06932137514245516
441,2021-11-05,15945,,253.0,,27.0,,,0,0,0,0,2542590.0,3.0,-0.0,9.0,10.0,0.0,71.0,0.01415984268614201,1.5425900000000037,2693830.0,-0.05614311222311727
442,2021-11-08,16073,,378.0,,3.5,,,0,0,0,0,2554340.0,3.0,-0.0,9.0,10.0,0.0,23.5,0.004621272010036925,1.5543400000000034,2693830.0,-0.05178129280615332
443,2021-11-09,16076,,500.0,,1.4,,,0,0,0,0,2555390.0,3.0,-0.0,9.0,10.0,0.0,2.1,0.00041106508922061913,1.5553900000000032,2693830.0,-0.05139151319867995
444,2021-11-10,15995,125.0,500.0,120.0,0.3,0.14107926535189694,0.13543609473782106,0,0,0,0,2555940.0,3.0,-0.0,9.0,10.0,0.0,1.1,0.00021523133455159105,1.5559400000000028,2693830.0,-0.05118734292809866
445,2021-11-11,16066,,75.0,,152.0,,,0,0,0,0,2538440.0,3.0,0.0,9.0,10.0,-0.0,-35.0,-0.006846796090675067,1.5384400000000027,2693830.0,-0.05768366971932156
446,2021-11-12,16186,,90.0,,96.0,,,0,0,0,0,2566440.0,3.0,-0.0,9.0,10.0,0.0,56.0,0.011030396621547034,1.5664400000000027,2693830.0,-0.04728954685336491
447,2021-11-15,16220,,145.0,,29.0,,,0,0,0,0,2599940.0,3.0,-0.0,9.0,10.0,0.0,67.0,0.013053100793316785,1.5999400000000028,2693830.0,-0.03485372128159535
448,2021-11-16,16300,,159.0,,7.3,,,0,0,0,0,2610790.0,3.0,-0.0,9.0,10.0,0.0,21.7,0.004173173227074445,1.6107900000000028,2693830.0,-0.030825998671037146
449,2021-11-17,16398,123.0,172.0,93.0,0.2,0.1354102844075335,0.1023833857715497,0,0,0,0,2614340.0,3.0,-0.0,9.0,10.0,0.0,7.1,0.0013597416873820656,1.614340000000003,2693830.0,-0.02950817237910336
450,2021-11-18,16391,,175.0,,56.0,,,0,0,0,0,2631340.0,3.0,0.0,9.0,10.0,0.0,34.0,0.006502597213828398,1.6313400000000033,2693830.0,-0.023197454924772536
451,2021-11-19,16375,,160.0,,50.0,,,0,0,0,0,2634340.0,3.0,-0.0,9.0,10.0,-0.0,6.0,0.0011401035213998156,1.6343400000000035,2693830.0,-0.02208379890342004
452,2021-11-22,16198,,132.0,,39.0,,,0,0,0,0,2639840.0,3.0,-0.0,9.0,10.0,-0.0,11.0,0.0020878094703038474,1.6398400000000035,2693830.0,-0.020042096197607124
453,2021-11-23,16219,,14.5,,92.0,,,0,0,0,0,2613340.0,3.0,0.0,9.0,10.0,-0.0,-53.0,-0.010038487181041278,1.6133400000000035,2693830.0,-0.029879391052887526
454,2021-11-24,16212,137.0,0.1,95.0,100.0,0.15255322494675155,0.10578508299227297,0,0,0,0,2609340.0,3.0,0.0,9.0,10.0,-0.0,-8.0,-0.0015306083402848447,1.6093400000000035,2693830.0,-0.03136426574802419
455,2021-11-25,15881,,122.0,,82.0,,,0,0,0,0,2614340.0,3.0,-0.0,9.0,10.0,0.0,10.0,0.0019161933669049613,1.6143400000000034,2693830.0,-0.02950817237910336
456,2021-11-26,15850,,13.0,,308.0,,,0,0,0,0,2501340.0,3.0,0.0,9.0,10.0,-0.0,-226.0,-0.04322314618603551,1.501340000000003,2693830.0,-0.07145588251671411
457,2021-11-29,15869,,5.6,,330.0,,,0,0,0,0,2490340.0,3.0,0.0,9.0,10.0,-0.0,-22.0,-0.004397642863425255,1.4903400000000029,2693830.0,-0.07553928792833994
458,2021-11-30,16123,,2.0,,300.0,,,0,0,0,0,2505340.0,3.0,-0.0,9.0,10.0,-0.0,30.0,0.00602327393046731,1.505340000000003,2693830.0,-0.06997100782157746
459,2021-12-01,16243,174.0,0.3,125.0,35.0,0.19338394916152185,0.1389252508344266,0,0,0,0,2637840.0,3.0,-0.0,9.0,11.0,-0.0,265.0,0.05288703329687783,1.6378400000000028,2693830.0,-0.020784533545175458
460,2021-12-02,16245,,245.0,,78.0,,,0,0,0,0,2662040.0,3.0,0.0,9.0,11.0,0.0,44.0,0.009174172808054992,1.6620400000000028,2693830.0,-0.011801041639598638
461,2021-12-03,16231,,232.0,,64.0,,,0,0,0,0,2669740.0,3.0,-0.0,9.0,11.0,-0.0,14.0,0.0028925185196315706,1.6697400000000027,2693830.0,-0.00894265785146056
462,2021-12-06,16334,,200.0,,40.0,,,0,0,0,0,2682940.0,3.0,-0.0,9.0,11.0,-0.0,24.0,0.004944301692299646,1.6829400000000025,2693830.0,-0.004042571357509568
463,2021-12-07,16392,,274.0,,5.3,,,0,0,0,0,2702025.0,3.0,-0.0,9.0,11.0,0.0,34.7,0.007113465079353176,1.7020250000000026,2702025.0,0.0
464,2021-12-08,16449,137.0,331.0,134.0,0.3,0.15035521203943925,0.1470627621407654,0,0,0,0,2704775.0,3.0,-0.0,9.0,11.0,0.0,5.0,0.0010177552021168879,1.7047750000000024,2704775.0,0.0
465,2021-12-09,16357,,145.0,,85.0,,,0,0,0,0,2730075.0,3.0,0.0,9.0,11.0,-0.0,46.0,0.00935382795241746,1.7300750000000025,2730075.0,0.0
466,2021-12-10,16292,,85.0,,117.0,,,0,0,0,0,2712475.0,3.0,0.0,9.0,11.0,-0.0,-32.0,-0.006446709339486989,1.7124750000000026,2730075.0,-0.006446709339487011
467,2021-12-13,16141,,30.5,,127.0,,,0,0,0,0,2706975.0,3.0,0.0,9.0,11.0,-0.0,-10.0,-0.0020276684577738013,1.7069750000000026,2730075.0,-0.0084613060080767
468,2021-12-14,16196,,2.7,,253.0,,,0,0,0,0,2637675.0,3.0,0.0,9.0,11.0,-0.0,-126.0,-0.02560053195910561,1.6376750000000024,2730075.0,-0.0338452240323068
469,2021-12-15,16402,178.0,0.1,99.0,221.0,0.19591180937741215,0.10896218611440339,0,0,0,0,2655275.0,3.0,-0.0,9.0,11.0,-0.0,32.0,0.006672543054015323,1.6552750000000023,2730075.0,-0.027398514692819793
470,2021-12-16,16383,,302.0,,23.5,,,0,0,0,0,2695150.0,3.0,-0.0,9.0,11.0,0.0,72.5,0.01501727692988486,1.6951500000000022,2730075.0,-0.012792688845544537
471,2021-12-17,16180,,286.0,,30.0,,,0,0,0,0,2691575.0,3.0,0.0,9.0,11.0,-0.0,-6.5,-0.0013264567834814223,1.691575000000002,2730075.0,-0.014102176680127835
472,2021-12-20,16394,,128.0,,70.0,,,0,0,0,0,2669575.0,3.0,0.0,9.0,11.0,-0.0,-40.0,-0.008173652972701895,1.6695750000000018,2730075.0,-0.022160563354486598
473,2021-12-21,16430,,270.0,,4.2,,,0,0,0,0,2705765.0,3.0,-0.0,9.0,11.0,0.0,65.8,0.013556464980380767,1.7057650000000018,2730075.0,-0.008904517275166434
474,2021-12-22,16549,140.0,266.0,84.0,0.1,0.1527192211746947,0.09163153270481682,0,0,0,0,2708020.0,3.0,-0.0,9.0,11.0,-0.0,4.1,0.0008334057096606173,1.7080200000000016,2730075.0,-0.00807853264104466
475,2021-12-23,16555,,212.0,,39.5,,,0,0,0,0,2730845.0,3.0,0.0,9.0,11.0,-0.0,41.5,0.008428667439679183,1.7308450000000017,2730845.0,0.0
476,2021-12-24,16668,,198.0,,24.0,,,0,0,0,0,2739370.0,3.0,-0.0,9.0,11.0,-0.0,15.5,0.0031217443685014334,1.7393700000000019,2739370.0,0.0
477,2021-12-27,16804,,290.0,,6.2,,,0,0,0,0,2749160.0,3.0,-0.0,9.0,11.0,0.0,17.8,0.0035738144171835184,1.749160000000002,2749160.0,0.0
478,2021-12-28,16872,,415.0,,1.3,,,0,0,0,0,2751855.0,3.0,-0.0,9.0,11.0,0.0,4.9,0.0009802994369190188,1.7518550000000022,2751855.0,0.0
479,2021-12-29,16807,137.0,470.0,95.0,0.1,0.14715254851173534,0.10204008838405007,0,0,0,0,2752515.0,3.0,-0.0,9.0,11.0,0.0,1.2,0.00023983821822004536,1.752515000000002,2752515.0,0.0
480,2022-01-04,17078,,280.0,,2.8,,,0,0,0,0,2801575.0,3.0,0.0,9.0,11.0,-0.0,89.2,0.017823699416715355,1.8015750000000024,2801575.0,0.0
481,2022-01-05,16935,146.0,216.0,104.0,0.1,0.15563421363959815,0.11086272752409732,0,0,0,0,2803060.0,3.0,-0.0,9.0,11.0,-0.0,2.7,0.0005300589846781723,1.803060000000002,2803060.0,0.0
482,2022-01-06,16744,,72.0,,173.0,,,0,0,0,0,2763460.0,3.0,0.0,9.0,11.0,-0.0,-72.0,-0.014127417893302296,1.763460000000002,2803060.0,-0.014127417893302319
483,2022-01-07,16858,,20.0,,312.0,,,0,0,0,0,2687010.0,3.0,0.0,9.0,11.0,-0.0,-139.0,-0.027664594385299557,1.6870100000000021,2803060.0,-0.04140118299287208
