,日期,Close,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,Implied volatility of Call,Implied volatility of Put,Signal of Long Call,Signal of Long Put,Signal of Long Call_E,Signal of Long Put_E,策略累積資金(金額),進場口數,策略近週報酬(點數),Call進場口數,Put進場口數,Call策略近週報酬(點數),Put策略近週報酬(點數),策略每日報酬率,策略累積報酬率,每個時點最大策略累積資金(金額),Drawdown
77,2020-05-11,7782,,266.0,,10.5,,,0,0,1,1,1136405.0,5.0,-27.5,4.0,4.0,53.0,55.0,0.0193755858647926,0.13640500000000055,1149055.0,-0.011009046564350705
78,2020-05-12,7831,,153.0,,7.4,,,0,0,1,1,1115045.0,5.0,-3.1,4.0,4.0,-113.0,6.2,-0.018796115821384074,0.11504500000000051,1149055.0,-0.02959823507142826
79,2020-05-13,7666,131.0,174.0,117.0,0.1,0.30848915550093453,0.2755208488061781,1,1,1,1,1122165.0,4.0,-7.3,4.0,4.0,21.0,14.6,0.0063853925177908,0.12216500000000052,1149055.0,-0.023401838902402407
80,2020-05-14,7734,,56.0,,206.0,,,0,0,1,1,1024205.0,4.0,86.0,4.0,4.0,-78.0,-411.8,-0.08729554031715481,0.024205000000000476,1149055.0,-0.10865450304815696
81,2020-05-15,7678,,63.0,,143.0,,,0,0,1,1,1050805.0,4.0,-63.0,4.0,4.0,7.0,126.0,0.025971363154837057,0.05080500000000043,1149055.0,-0.08550504545039185
82,2020-05-18,7785,,28.0,,165.0,,,0,0,1,1,1035005.0,4.0,22.0,4.0,4.0,-35.0,-44.0,-0.015036091377562899,0.0350050000000004,1149055.0,-0.09925547515132
83,2020-05-19,7833,,35.0,,66.0,,,0,0,1,1,1076005.0,4.0,-99.0,4.0,4.0,7.0,198.0,0.0396133352012793,0.07600500000000054,1149055.0,-0.06357398035777226
84,2020-05-20,7935,135.0,0.1,93.0,13.0,0.30713142750445854,0.2115794278364048,1,1,1,1,1090225.0,4.0,-53.0,4.0,4.0,-34.9,106.0,0.013215551972342032,0.09022500000000044,1149055.0,-0.05119859362693692
85,2020-05-21,7726,,178.0,,46.5,,,0,0,1,1,1084825.0,4.0,-49.5,4.0,4.0,40.0,-67.0,-0.004953106010227248,0.08482500000000037,1149055.0,-0.0558981075753554
86,2020-05-22,7803,,65.0,,125.0,,,0,0,1,1,1030825.0,4.0,78.5,4.0,4.0,-113.0,-157.0,-0.04977761390085955,0.030825000000000324,1149055.0,-0.10289324705954023
87,2020-05-25,7966,,61.0,,52.0,,,0,0,1,1,1059225.0,4.0,-73.0,4.0,4.0,-4.0,146.0,0.02755074818713177,0.05922500000000053,1149055.0,-0.07817728481230228
88,2020-05-26,7955,,164.0,,6.7,,,0,0,1,1,1097945.0,4.0,-45.3,4.0,4.0,103.0,90.6,0.0365550284406051,0.09794500000000039,1149055.0,-0.044480029241420124
89,2020-05-27,7893,139.0,160.0,86.0,0.1,0.3179143403554534,0.19669520338538843,1,1,1,1,1099785.0,4.0,-6.6,4.0,4.0,-4.0,13.2,0.0016758580803228895,0.09978500000000046,1149055.0,-0.04287871337751457
90,2020-05-28,7901,,101.0,,108.0,,,0,0,1,1,1048425.0,4.0,19.0,4.0,4.0,-41.0,-215.8,-0.04670003682537949,0.048425000000000384,1149055.0,-0.08757631270913925
91,2020-05-29,8039,,86.0,,91.0,,,0,0,1,1,1052225.0,4.0,-17.0,4.0,4.0,-15.0,34.0,0.003624484345565948,0.05222500000000041,1149055.0,-0.08426924733802994
92,2020-06-01,8089,,151.0,,21.5,,,0,0,1,1,1093025.0,4.0,-69.5,4.0,4.0,65.0,139.0,0.038774976834802466,0.09302500000000036,1149055.0,-0.04876180861664585
93,2020-06-02,8265,,187.0,,6.5,,,0,0,1,1,1106225.0,4.0,-15.0,4.0,4.0,36.0,30.0,0.012076576473548206,0.10622500000000046,1149055.0,-0.03727410785384511
94,2020-06-03,8340,141.0,371.0,90.0,0.2,0.3052041839345865,0.19481118123484242,1,1,1,1,1145545.0,4.0,-6.3,5.0,4.0,184.0,12.6,0.03554430608601322,0.14554500000000048,1149055.0,-0.003054684066472014
95,2020-06-04,8439,,182.0,,56.0,,,0,0,1,1,1132725.0,4.0,-37.0,5.0,4.0,38.0,-111.6,-0.011191179744139301,0.13272500000000043,1149055.0,-0.01421167829216182
96,2020-06-05,8552,,245.0,,20.0,,,0,0,1,1,1162875.0,4.0,-36.0,5.0,4.0,63.0,72.0,0.02661722836522551,0.16287500000000055,1162875.0,0.0
97,2020-06-08,8588,,341.0,,4.7,,,0,0,1,1,1192995.0,4.0,-15.3,5.0,4.0,96.0,30.6,0.025901322154143758,0.19299500000000047,1192995.0,0.0
98,2020-06-09,8686,,380.0,,1.1,,,0,0,1,1,1204185.0,4.0,-3.6,5.0,4.0,39.0,7.2,0.0093797543158185,0.20418500000000028,1204185.0,0.0
99,2020-06-10,8473,127.0,463.0,123.0,0.1,0.2705851357125515,0.26206276923341604,0,1,0,1,1225335.0,4.0,-1.0,5.0,4.0,83.0,2.0,0.017563746434310357,0.22533500000000029,1225335.0,0.0
100,2020-06-11,8373,,34.0,,243.0,,,0,0,0,1,1128175.0,4.0,117.0,5.0,4.0,-0.0,-485.8,-0.07929260161506857,0.12817500000000015,1225335.0,-0.07929260161506853
101,2020-06-12,8207,,14.0,,323.0,,,0,0,0,1,1096175.0,4.0,80.0,5.0,4.0,-0.0,-160.0,-0.028364393821880496,0.09617500000000012,1225335.0,-0.10540790885757773
102,2020-06-15,8504,,1.8,,475.0,,,0,0,0,1,1035375.0,4.0,152.0,5.0,4.0,-0.0,-304.0,-0.055465596277966545,0.035375000000000156,1225335.0,-0.15502699261834518
103,2020-06-16,8534,,7.7,,183.0,,,0,0,0,1,1152175.0,4.0,-292.0,5.0,4.0,0.0,584.0,0.112809368586261,0.15217500000000017,1225335.0,-0.05970612118318664
104,2020-06-17,8570,217.0,0.2,66.0,179.0,0.4571053799756167,0.13902744275756085,1,0,1,0,1153775.0,4.0,-4.0,5.0,5.0,-0.0,8.0,0.0013886779352094702,0.15377500000000022,1225335.0,-0.05840035582106118
105,2020-06-18,8584,,235.0,,42.0,,,0,0,1,0,1162775.0,4.0,-0.0,5.0,5.0,15.0,21.0,0.007800481029663464,0.16277500000000011,1225335.0,-0.051055425659105466
106,2020-06-19,8596,,231.0,,27.0,,,0,0,1,0,1165525.0,4.0,-0.0,5.0,5.0,-4.0,15.0,0.002365031927930916,0.16552499999999992,1225335.0,-0.04881114144295234
107,2020-06-22,8631,,230.0,,13.0,,,0,0,1,0,1168775.0,4.0,-0.0,5.0,5.0,-1.0,14.0,0.0027884429763411767,0.1687749999999999,1225335.0,-0.046158805551134996
108,2020-06-23,8698,,260.0,,3.2,,,0,0,1,0,1178725.0,4.0,-0.0,5.0,5.0,30.0,9.8,0.00851318688370295,0.1787249999999998,1225335.0,-0.03803857720541729
109,2020-06-29,8645,,65.0,,85.0,,,0,0,1,0,1109525.0,4.0,0.0,5.0,5.0,-195.0,-81.8,-0.05870750174977202,0.10952499999999987,1225335.0,-0.09451292911734342
110,2020-06-30,8719,,102.0,,11.0,,,0,0,1,0,1137275.0,4.0,-0.0,5.0,5.0,37.0,74.0,0.02501070277821582,0.1372749999999998,1225335.0,-0.07186606111797998
111,2020-07-01,8870,164.0,203.0,60.0,0.2,0.33377795471097094,0.1221138858698674,1,0,1,0,1165225.0,4.0,-0.0,5.0,5.0,101.0,10.8,0.02457628981556792,0.16522499999999973,1225335.0,-0.04905597244835086
112,2020-07-02,9009,,276.0,,23.0,,,0,0,1,0,1200975.0,4.0,0.0,5.0,5.0,109.0,34.0,0.030680769808406172,0.2009749999999999,1225335.0,-0.019880277638360123
113,2020-07-03,9242,,398.0,,10.0,,,0,0,1,0,1234725.0,4.0,-0.0,5.0,5.0,122.0,13.0,0.02810216698932111,0.23472499999999985,1234725.0,0.0
114,2020-07-06,9203,,615.0,,2.1,,,0,0,1,0,1290950.0,4.0,-0.0,5.0,5.0,217.0,7.9,0.04553645548603935,0.2909499999999998,1290950.0,0.0
115,2020-07-07,9301,,575.0,,0.6,,,0,0,1,0,1281325.0,4.0,-0.0,5.0,5.0,-40.0,1.5,-0.007455749641736675,0.2813249999999998,1290950.0,-0.007455749641736706
116,2020-07-08,9324,138.0,655.0,110.0,0.1,0.2671863347952772,0.21297461469188766,0,1,0,1,1301450.0,4.0,-0.0,5.0,5.0,80.0,0.5,0.01570639767428239,0.3014499999999998,1301450.0,0.0
117,2020-07-09,9170,,136.0,,85.0,,,0,0,0,1,1259000.0,4.0,-28.0,5.0,5.0,-0.0,-169.8,-0.03261746513504171,0.2589999999999997,1301450.0,-0.032617465135041684
118,2020-07-10,9379,,54.0,,159.0,,,0,0,0,1,1222000.0,4.0,74.0,5.0,5.0,-0.0,-148.0,-0.02938840349483718,0.22199999999999975,1301450.0,-0.06104729340351147
119,2020-07-13,9363,,135.0,,29.5,,,0,0,0,1,1286750.0,4.0,-129.5,5.0,5.0,0.0,259.0,0.05298690671031103,0.28674999999999984,1301450.0,-0.011295093933689347
120,2020-07-14,9417,,109.0,,21.0,,,0,0,0,1,1291000.0,4.0,-8.5,5.0,5.0,-0.0,17.0,0.0033028948902273925,0.2909999999999999,1301450.0,-0.00802950555150025
121,2020-07-15,9362,228.0,120.0,68.0,0.1,0.43964651112259673,0.1311226436681429,1,0,1,0,1301450.0,4.0,-20.9,5.0,5.0,0.0,41.8,0.008094500387296755,0.30145,1301450.0,0.0
122,2020-07-16,9372,,177.0,,65.0,,,0,0,1,0,1287950.0,4.0,0.0,5.0,5.0,-54.0,0.0,-0.010373045449306506,0.28795000000000015,1301450.0,-0.010373045449306543
123,2020-07-17,9366,,164.0,,44.5,,,0,0,1,0,1289825.0,4.0,-0.0,5.0,5.0,-13.0,20.5,0.0014558018556620755,0.2898250000000002,1301450.0,-0.008932344692458412
124,2020-07-20,9621,,144.0,,25.5,,,0,0,1,0,1289575.0,4.0,-0.0,5.0,5.0,-20.0,19.0,-0.0001938247436668039,0.28957500000000014,1301450.0,-0.00912443812670483
125,2020-07-21,9665,,370.0,,1.8,,,0,0,1,0,1352000.0,4.0,-0.0,5.0,5.0,226.0,23.7,0.04840742104957063,0.3520000000000001,1352000.0,0.0
126,2020-07-22,9620,186.0,401.0,63.0,0.2,0.34904007481951604,0.11822325114854576,1,0,1,0,1360150.0,4.0,-0.0,5.0,5.0,31.0,1.6,0.006028106508875641,0.36014999999999997,1360150.0,0.0
127,2020-07-23,9483,,160.0,,70.0,,,0,0,1,0,1350400.0,4.0,0.0,5.0,5.0,-29.0,-10.0,-0.007168327022754828,0.35040000000000004,1360150.0,-0.0071683270227548435
128,2020-07-24,9831,,88.0,,134.0,,,0,0,1,0,1316400.0,4.0,0.0,5.0,5.0,-72.0,-64.0,-0.025177725118483374,0.3164,1360150.0,-0.03216556997389994
129,2020-07-27,9787,,319.0,,15.0,,,0,0,1,0,1403900.0,4.0,-0.0,5.0,5.0,231.0,119.0,0.0664691583105439,0.4038999999999999,1403900.0,0.0
130,2020-07-28,9754,,272.0,,11.5,,,0,0,1,0,1393025.0,4.0,-0.0,5.0,5.0,-47.0,3.5,-0.00774627822494478,0.39302499999999996,1403900.0,-0.007746278224944797
131,2020-07-29,9928,205.0,229.0,97.0,0.1,0.37276018058600824,0.17637920739923318,1,1,1,1,1385125.0,4.0,-0.0,6.0,5.0,-43.0,11.4,-0.005671111430160969,0.38512499999999994,1403900.0,-0.013373459648123085
132,2020-07-30,9909,,320.0,,47.0,,,0,0,1,1,1395275.0,4.0,-53.0,6.0,5.0,112.0,-93.8,0.007327858496525508,0.3952749999999998,1403900.0,-0.006143599971507942
133,2020-07-31,9773,,301.0,,45.5,,,0,0,1,1,1390325.0,4.0,-1.5,6.0,5.0,-19.0,3.0,-0.003547687731809135,0.3903249999999998,1403900.0,-0.009669492129069023
134,2020-08-03,9962,,171.0,,43.0,,,0,0,1,1,1352575.0,4.0,-2.5,6.0,5.0,-130.0,5.0,-0.027151924909643466,0.35257499999999986,1403900.0,-0.03655887171450958
135,2020-08-04,10074,,314.0,,2.1,,,0,0,1,1,1415925.0,4.0,-40.9,6.0,5.0,143.0,81.8,0.046836589468236545,0.4159249999999999,1415925.0,0.0
136,2020-08-05,10169,176.0,393.0,85.0,0.1,0.31244374981015405,0.15089612916967668,1,0,1,0,1440625.0,4.0,-2.0,6.0,6.0,79.0,4.0,0.017444426788141953,0.4406249999999998,1440625.0,0.0
137,2020-08-06,10092,,237.0,,54.0,,,0,0,1,0,1466425.0,4.0,0.0,6.0,6.0,58.0,28.0,0.017908893709327467,0.46642499999999965,1466425.0,0.0
138,2020-08-07,10187,,170.0,,62.0,,,0,0,1,0,1443925.0,4.0,0.0,6.0,6.0,-67.0,-8.0,-0.015343437270913918,0.4439249999999997,1466425.0,-0.015343437270913958
139,2020-08-10,10068,,221.0,,20.0,,,0,0,1,0,1471825.0,4.0,-0.0,6.0,6.0,51.0,42.0,0.01932233322367849,0.4718249999999997,1471825.0,0.0
140,2020-08-11,9988,,97.0,,25.0,,,0,0,1,0,1433125.0,4.0,0.0,6.0,6.0,-124.0,-5.0,-0.026293886841166625,0.43312499999999976,1471825.0,-0.02629388684116658
141,2020-08-12,10058,130.0,0.2,121.0,40.5,0.23332922681206353,0.21717566495584376,0,1,0,1,1399435.0,4.0,0.0,6.0,6.0,-96.8,-15.5,-0.023508068033144314,0.39943499999999976,1471825.0,-0.049183836393592986
142,2020-08-13,10122,,155.0,,77.0,,,0,0,0,1,1377535.0,4.0,-47.0,6.0,6.0,0.0,-73.0,-0.015649172701840408,0.37753499999999973,1471825.0,-0.06406332274557097
143,2020-08-14,10286,,183.0,,42.5,,,0,0,0,1,1398235.0,4.0,-34.5,6.0,6.0,0.0,69.0,0.015026841423266823,0.3982349999999997,1471825.0,-0.04999915071424932
144,2020-08-17,10210,,311.0,,6.5,,,0,0,0,1,1419835.0,4.0,-36.0,6.0,6.0,0.0,72.0,0.01544804700211344,0.41983499999999974,1471825.0,-0.03532349294243541
145,2020-08-18,10128,,230.0,,3.3,,,0,0,0,1,1421755.0,4.0,-3.2,6.0,6.0,-0.0,6.4,0.0013522698059986737,0.4217549999999999,1471825.0,-0.034018990029385285
146,2020-08-19,9677,139.0,156.0,101.0,0.1,0.2593053517025518,0.18841611886300527,0,1,0,1,1423675.0,4.0,-3.2,6.0,6.0,-0.0,6.4,0.001350443641837007,0.4236749999999998,1471825.0,-0.032714487116335164
147,2020-08-20,9930,,18.5,,423.0,,,0,0,0,1,1169935.0,4.0,319.0,6.0,6.0,-0.0,-845.8,-0.1782288794844329,0.16993499999999995,1471825.0,-0.20511270021911573
148,2020-08-21,9982,,32.0,,187.0,,,0,0,0,1,1311535.0,4.0,-236.0,6.0,6.0,0.0,472.0,0.1210323650459213,0.3115349999999999,1471825.0,-0.10890561038166902
149,2020-08-24,10114,,27.5,,137.0,,,0,0,0,1,1341535.0,4.0,-50.0,6.0,6.0,-0.0,100.0,0.022873960664412385,0.3415349999999999,1471825.0,-0.08852275236526082
150,2020-08-25,10174,,61.0,,38.0,,,0,0,0,1,1400935.0,4.0,-99.0,6.0,6.0,0.0,198.0,0.04427763718427036,0.40093500000000004,1471825.0,-0.04816469349277258
151,2020-08-26,10137,165.0,49.5,92.0,0.2,0.293840678808399,0.16383843909316795,0,0,0,0,1423615.0,4.0,-37.8,6.0,6.0,-0.0,75.6,0.016189187935200522,0.4236150000000001,1471825.0,-0.03275525283236798
152,2020-08-27,10067,,131.0,,94.0,,,0,0,0,0,1422115.0,4.0,0.0,6.0,6.0,0.0,-5.0,-0.001053655658306507,0.422115,1471825.0,-0.03377439573318839
153,2020-08-28,9968,,88.0,,115.0,,,0,0,0,0,1415815.0,4.0,0.0,6.0,6.0,-0.0,-21.0,-0.004430021482088264,0.41581500000000005,1471825.0,-0.03805479591663411
154,2020-08-31,10067,,28.0,,155.0,,,0,0,0,0,1403815.0,4.0,0.0,6.0,6.0,-0.0,-40.0,-0.008475683616856688,0.40381500000000004,1471825.0,-0.04620793912319739
155,2020-09-01,10069,,26.5,,67.0,,,0,0,0,0,1430215.0,4.0,-0.0,6.0,6.0,-0.0,88.0,0.018805896788394394,0.430215,1471825.0,-0.028271024068758175
156,2020-09-02,10113,165.0,0.2,101.0,82.0,0.29453801652138245,0.18029296768884623,0,1,0,1,1425715.0,4.0,0.0,6.0,6.0,-0.0,-15.0,-0.0031463800897068017,0.42571500000000007,1471825.0,-0.03132845277121941
157,2020-09-03,9986,,174.0,,75.0,,,0,0,0,1,1429915.0,4.0,-29.0,6.0,6.0,0.0,14.0,0.002945890307670229,0.42991500000000005,1471825.0,-0.028474852648922258
158,2020-09-04,9959,,98.0,,120.0,,,0,0,0,1,1402915.0,4.0,45.0,6.0,6.0,-0.0,-90.0,-0.01888224125210236,0.40291500000000013,1471825.0,-0.04681942486368964
159,2020-09-07,10046,,52.0,,102.0,,,0,0,0,1,1413715.0,4.0,-18.0,6.0,6.0,-0.0,36.0,0.007698256843786,0.4137150000000003,1471825.0,-0.03948159597778268
160,2020-09-08,9977,,68.0,32.0,32.0,,0.05790118165998993,0,0,0,0,1455715.0,4.0,-70.0,6.0,6.0,0.0,140.0,0.029708958311965183,0.4557150000000001,1471825.0,-0.010945594754811204
161,2020-09-09,10077,175.0,0.1,124.0,58.0,0.3135048118512482,0.22214055239745586,1,1,1,1,1447015.0,4.0,0.0,6.0,6.0,-0.0,-29.0,-0.005976444565041872,0.44701500000000016,1471825.0,-0.01685662357956958
162,2020-09-10,10042,,211.0,,63.0,,,0,0,1,1,1453915.0,4.0,-64.0,6.0,6.0,33.0,-10.0,0.00476843709291197,0.45391500000000007,1471825.0,-0.012168566235795696
163,2020-09-11,10163,,175.0,,61.0,,,0,0,1,1,1444315.0,4.0,-2.0,6.0,6.0,-36.0,4.0,-0.006602861927966885,0.444315,1471825.0,-0.01869108080104632
164,2020-09-14,10222,,246.0,,11.5,,,0,0,1,1,1495315.0,4.0,-49.5,6.0,6.0,71.0,99.0,0.035310856703696825,0.49531499999999995,1495315.0,0.0
165,2020-09-15,10343,,296.0,,2.8,,,0,0,1,1,1515535.0,4.0,-8.7,6.0,6.0,50.0,17.4,0.01352223444558498,0.5155349999999999,1515535.0,0.0
166,2020-09-16,10255,138.0,418.0,107.0,0.1,0.24292982795038176,0.18835863471515107,0,1,0,1,1553755.0,4.0,-2.7,6.0,6.0,122.0,5.4,0.025218817117387493,0.5537549999999998,1553755.0,0.0
167,2020-09-17,10273,,79.0,,128.0,,,0,0,0,1,1477015.0,4.0,18.0,6.0,6.0,-0.0,-255.8,-0.04939002609806564,0.47701499999999974,1553755.0,-0.049390026098065656
168,2020-09-18,10099,,73.0,,100.0,,,0,0,0,1,1493815.0,4.0,-28.0,6.0,6.0,-0.0,56.0,0.011374292068800917,0.49381499999999967,1553755.0,-0.03857751061138983
169,2020-09-21,9949,,16.0,,196.0,,,0,0,0,1,1436215.0,4.0,96.0,6.0,6.0,-0.0,-192.0,-0.03855899157526199,0.4362149999999998,1553755.0,-0.07564899227999267
170,2020-09-22,9968,,1.9,,276.0,,,0,0,0,1,1388215.0,4.0,80.0,6.0,6.0,-0.0,-160.0,-0.0334211799765356,0.38821499999999975,1553755.0,-0.10654189367049503
171,2020-09-23,9620,182.0,0.2,84.0,323.0,0.3415338366513544,0.15763100153139434,1,0,1,0,1360015.0,4.0,47.0,5.0,5.0,-0.0,-94.0,-0.020313856283068588,0.36001499999999975,1553755.0,-0.12469147323741517
172,2020-09-24,9635,,23.0,,274.0,,,0,0,1,0,1271265.0,4.0,-0.0,5.0,5.0,-162.0,-193.0,-0.06525663319889852,0.27126499999999987,1553755.0,-0.18181116070422942
173,2020-09-25,9855,,13.0,,271.0,,,0,0,1,0,1269515.0,4.0,-0.0,5.0,5.0,-10.0,3.0,-0.0013765815939241755,0.26951499999999995,1553755.0,-0.18293746440075817
174,2020-09-28,9861,,42.0,,82.0,,,0,0,1,0,1324015.0,4.0,-0.0,5.0,5.0,29.0,189.0,0.04292978027041827,0.32401499999999994,1553755.0,-0.14786114928029193
175,2020-09-29,9913,,23.0,,69.0,,,0,0,1,0,1322515.0,4.0,-0.0,5.0,5.0,-19.0,13.0,-0.0011329176784250494,0.3225150000000001,1553755.0,-0.14882655244874513
176,2020-10-05,10117,,142.0,,30.0,,,0,0,1,0,1362015.0,4.0,-0.0,5.0,5.0,119.0,39.0,0.029867336098267305,0.3620150000000002,1553755.0,-0.1234042690128109
177,2020-10-06,10194,,256.0,,1.4,,,0,0,1,0,1397665.0,4.0,-0.0,5.0,5.0,114.0,28.6,0.026174454760043098,0.3976650000000004,1553755.0,-0.10045985370923988
178,2020-10-07,10313,112.0,309.0,84.0,0.3,0.19605161572539687,0.14703871179404765,0,0,0,0,1411190.0,4.0,-0.0,5.0,6.0,53.0,1.1,0.009676853895604465,0.4111900000000004,1553755.0,-0.09175513514035354
179,2020-10-12,10355,,209.0,,9.0,,,0,0,0,0,1432790.0,4.0,0.0,5.0,6.0,-0.0,72.0,0.015306230911500185,0.43279000000000023,1553755.0,-0.07785332951462746
180,2020-10-13,10330,,208.0,,2.6,,,0,0,0,0,1434710.0,4.0,-0.0,5.0,6.0,-0.0,6.4,0.0013400428534537934,0.4347100000000004,1553755.0,-0.07661761345900737
181,2020-10-14,10280,135.0,150.0,94.0,0.1,0.23707080517975476,0.16507152360664404,0,0,0,0,1435460.0,4.0,-0.0,5.0,6.0,-0.0,2.5,0.0005227537272340932,0.4354600000000004,1553755.0,-0.07613491187478078
182,2020-10-15,10188,,100.0,,106.0,,,0,0,0,0,1430960.0,4.0,0.0,5.0,6.0,-0.0,-15.0,-0.0031348835913226347,0.43096000000000045,1553755.0,-0.07903112138014037
183,2020-10-16,10295,,42.5,,143.0,,,0,0,0,0,1419860.0,4.0,0.0,5.0,6.0,-0.0,-37.0,-0.007757030245429619,0.41986000000000057,1553755.0,-0.08617510482669404
184,2020-10-19,10295,,85.0,,39.0,,,0,0,0,0,1451060.0,4.0,-0.0,5.0,6.0,0.0,104.0,0.021973997436367076,0.4510600000000007,1553755.0,-0.0660947189228675
185,2020-10-20,10324,,46.0,40.5,40.5,,0.07081812893978726,0,0,0,0,1450610.0,4.0,0.0,5.0,6.0,-0.0,-1.5,-0.00031011812054637655,0.4506100000000006,1553755.0,-0.06638433987340346
186,2020-10-21,10352,134.0,10.0,82.0,0.1,0.2336780694023812,0.14299702754474072,0,0,0,0,1461830.0,4.0,-0.0,5.0,6.0,-0.0,37.4,0.007734677135825541,0.4618300000000004,1553755.0,-0.059163124173373535
187,2020-10-22,10354,,146.0,,54.0,,,0,0,0,0,1469330.0,4.0,0.0,5.0,6.0,0.0,25.0,0.005130555536553505,0.46933000000000047,1553755.0,-0.054336108331107545
188,2020-10-23,10376,,126.0,,30.0,,,0,0,0,0,1476530.0,4.0,-0.0,5.0,6.0,-0.0,24.0,0.004900192604792686,0.47653000000000056,1553755.0,-0.04970217312253219
189,2020-10-26,10324,,128.0,,16.0,,,0,0,0,0,1480730.0,4.0,-0.0,5.0,6.0,0.0,14.0,0.002844507053700207,0.48073000000000055,1553755.0,-0.04699904425086323
190,2020-10-27,10259,,80.0,,13.0,,,0,0,0,0,1481630.0,4.0,-0.0,5.0,6.0,-0.0,3.0,0.0006078083107656784,0.48163000000000067,1553755.0,-0.04641980234979131
191,2020-10-28,10119,183.0,0.2,90.0,28.5,0.32647573983402095,0.16056183926263326,1,0,1,0,1476980.0,4.0,0.0,6.0,6.0,-0.0,-15.5,-0.003138435371853987,0.4769800000000006,1553755.0,-0.04941255217199623
192,2020-10-29,9929,,101.0,,144.0,,,0,0,1,0,1434380.0,4.0,0.0,6.0,6.0,-85.0,-57.0,-0.028842638356646688,0.43438000000000065,1553755.0,-0.07683000215606707
193,2020-10-30,10032,,30.5,,251.0,,,0,0,1,0,1381130.0,4.0,0.0,6.0,6.0,-70.5,-107.0,-0.03712405359807025,0.38113000000000063,1553755.0,-0.11110181463615564
194,2020-11-02,10200,,38.0,,152.0,,,0,0,1,0,1413080.0,4.0,-0.0,6.0,6.0,7.5,99.0,0.023133231484364192,0.41308000000000056,1553755.0,-0.0905387271481025
195,2020-11-03,10380,,86.0,,52.0,,,0,0,1,0,1457480.0,4.0,-0.0,6.0,6.0,48.0,100.0,0.031420726356611084,0.45748000000000055,1553755.0,-0.061962793361887814
196,2020-11-04,10407,162.0,165.0,114.0,0.1,0.2810133038048866,0.19775010267751278,0,1,0,1,1496750.0,4.0,-0.0,6.0,6.0,79.0,51.9,0.02694376595219139,0.49675000000000047,1553755.0,-0.036688538411783066
197,2020-11-05,10453,,140.0,,72.0,,,0,0,0,1,1453610.0,4.0,-45.0,6.0,6.0,-0.0,-143.8,-0.02882244863871719,0.4536100000000005,1553755.0,-0.06445353353649706
198,2020-11-06,10642,,153.0,,48.5,,,0,0,0,1,1467710.0,4.0,-23.5,6.0,6.0,0.0,47.0,0.009699988304978646,0.4677100000000005,1553755.0,-0.055378743753036995
199,2020-11-09,10587,,294.0,,4.8,,,0,0,0,1,1493930.0,4.0,-43.7,6.0,6.0,0.0,87.4,0.01786456452568963,0.4939300000000004,1553755.0,-0.03850349636847508
200,2020-11-10,10777,,240.0,,2.3,,,0,0,0,1,1495430.0,4.0,-2.5,6.0,6.0,-0.0,5.0,0.001004063108713149,0.49543000000000026,1553755.0,-0.03753809320002188
201,2020-11-11,10742,127.0,399.0,116.0,0.3,0.21343026018362027,0.19494417465590513,0,1,0,1,1496630.0,4.0,-2.0,6.0,6.0,0.0,4.0,0.0008024447817684965,0.49663000000000035,1553755.0,-0.03676577066525932
202,2020-11-12,10798,,91.0,,113.0,,,0,0,0,1,1429010.0,4.0,-6.0,6.0,6.0,-0.0,-225.4,-0.045181507787495856,0.42901000000000034,1553755.0,-0.08028614549912953
203,2020-11-13,11095,,105.0,,71.0,,,0,0,0,1,1454210.0,4.0,-42.0,6.0,6.0,0.0,84.0,0.017634586182042167,0.45421000000000045,1553755.0,-0.06406737226911578
204,2020-11-16,11140,,334.0,,5.0,,,0,0,0,1,1493810.0,4.0,-66.0,6.0,6.0,0.0,132.0,0.027231280213999343,0.4938100000000005,1553755.0,-0.03858072862195134
205,2020-11-17,11272,,375.0,,1.9,,,0,0,0,1,1495670.0,4.0,-3.1,6.0,6.0,0.0,6.2,0.0012451382705966907,0.4956700000000005,1553755.0,-0.03738362869306937
206,2020-11-18,11297,132.0,510.0,99.0,0.2,0.21093479409264343,0.15820109556948256,0,0,0,0,1496690.0,4.0,-1.7,6.0,6.0,0.0,3.4,0.0006819686160717264,0.4966900000000005,1553755.0,-0.0367271545385212
207,2020-11-19,11288,,139.0,,72.0,,,0,0,0,0,1503890.0,4.0,0.0,6.0,6.0,-0.0,24.0,0.004810615424703846,0.5038900000000006,1553755.0,-0.03209321932994584
208,2020-11-20,11428,,121.0,,62.0,,,0,0,0,0,1506890.0,4.0,-0.0,6.0,6.0,-0.0,10.0,0.001994826749296852,0.5068900000000007,1553755.0,-0.030162412993039442
209,2020-11-23,11354,,212.0,,11.5,,,0,0,0,0,1522040.0,4.0,-0.0,6.0,6.0,0.0,50.5,0.010053819455965618,0.5220400000000007,1553755.0,-0.020411840991662135
210,2020-11-24,11267,,129.0,,8.7,,,0,0,0,0,1522880.0,4.0,-0.0,6.0,6.0,-0.0,2.8,0.0005518908832882197,0.5228800000000007,1553755.0,-0.019871215217328344
211,2020-11-25,11394,125.0,53.0,98.0,0.2,0.19804834555938136,0.155269902918555,0,0,0,0,1525430.0,4.0,-0.0,6.0,6.0,-0.0,8.5,0.001674458919941113,0.5254300000000005,1553755.0,-0.018230029830957905
