日期,價平買權次週每日結算價,價平買權近週每日結算價,價平賣權次週每日結算價,價平賣權近週每日結算價,價平買權近週報酬,價平賣權近週報酬,價平買權近週報酬(金額),價平賣權近週報酬(金額),訊號,策略損益(金額)
2023-07-03,,340.0,,4.9,203.0,-45.1,10150.0,-2255.0,-1.0,-2255.0
2023-07-04,,400.0,,0.9,60.0,-4.0,3000.0,-200.0,-1.0,-200.0
2023-07-05,126.0,276.0,96.0,0.3,-124.0,-0.6000000000000001,-6200.0,-30.000000000000004,1.0,-30.000000000000004
2023-07-06,,18.0,,304.0,-111.0,205.0,-5550.0,10250.0,1.0,-5550.0
2023-07-07,,8.7,,349.0,-9.3,45.0,-465.00000000000006,2250.0,1.0,-465.00000000000006
2023-07-10,,1.9,,421.0,-6.799999999999999,72.0,-339.99999999999994,3600.0,1.0,-339.99999999999994
2023-07-11,,14.0,,117.0,12.1,-304.0,605.0,-15200.0,1.0,605.0
2023-07-12,146.0,0.1,121.0,86.0,-13.9,-31.0,-695.0,-1550.0,1.0,-695.0
2023-07-13,,238.0,,52.0,89.0,-72.0,4450.0,-3600.0,1.0,4450.0
2023-07-14,,406.0,,12.0,168.0,-40.0,8400.0,-2000.0,1.0,8400.0
2023-07-17,,391.0,,4.2,-15.0,-7.8,-750.0,-390.0,1.0,-750.0
2023-07-18,,325.0,,2.8,-66.0,-1.4000000000000004,-3300.0,-70.00000000000001,1.0,-3300.0
2023-07-19,183.0,203.0,113.0,0.2,-122.0,-2.5999999999999996,-6100.0,-129.99999999999997,-1.0,-6100.0
2023-07-20,,196.0,,79.0,10.0,-37.0,500.0,-1850.0,-1.0,-1850.0
2023-07-21,,75.0,,133.0,-121.0,54.0,-6050.0,2700.0,-1.0,2700.0
2023-07-24,,66.0,,92.0,-9.0,-41.0,-450.0,-2050.0,-1.0,-2050.0
2023-07-25,,185.0,,9.0,119.0,-83.0,5950.0,-4150.0,-1.0,-4150.0
2023-07-26,149.0,104.0,118.0,0.1,-81.0,-8.9,-4050.0,-445.0,-1.0,-445.0
2023-07-27,,210.0,,55.0,58.0,-66.0,2900.0,-3300.0,-1.0,-3300.0
2023-07-28,,221.0,,31.5,11.0,-23.5,550.0,-1175.0,-1.0,-1175.0
2023-07-31,,94.0,,68.0,-127.0,36.5,-6350.0,1825.0,-1.0,1825.0
2023-08-01,,116.0,,21.5,22.0,-46.5,1100.0,-2325.0,-1.0,-2325.0
2023-08-02,160.0,0.1,144.0,246.0,-115.9,224.5,-5795.0,11225.0,-1.0,11225.0
2023-08-04,,132.0,,100.0,-31.0,-47.0,-1550.0,-2350.0,-1.0,-2350.0
2023-08-07,,228.0,,25.5,96.0,-74.5,4800.0,-3725.0,-1.0,-3725.0
2023-08-08,,105.0,,37.5,-123.0,12.0,-6150.0,600.0,-1.0,600.0
2023-08-09,150.0,71.0,147.0,0.3,-34.0,-37.2,-1700.0,-1860.0000000000002,-1.0,-1860.0000000000002
2023-08-10,,60.0,,253.0,-93.0,103.0,-4650.0,5150.0,-1.0,5150.0
2023-08-11,,25.5,,252.0,-34.5,-1.0,-1725.0,-50.0,-1.0,-50.0
2023-08-14,,2.0,,475.0,-23.5,223.0,-1175.0,11150.0,-1.0,11150.0
2023-08-15,,0.7,,430.0,-1.3,-45.0,-65.0,-2250.0,-1.0,-2250.0
2023-08-16,174.0,0.1,115.0,486.0,-0.6,56.0,-30.0,2800.0,-1.0,2800.0
2023-08-17,,204.0,,66.0,27.0,-52.0,1350.0,-2600.0,-1.0,-2600.0
2023-08-18,,133.0,,97.0,-71.0,31.0,-3550.0,1550.0,-1.0,1550.0
2023-08-21,,97.0,,73.0,-36.0,-24.0,-1800.0,-1200.0,-1.0,-1200.0
2023-08-22,,109.0,,26.5,12.0,-46.5,600.0,-2325.0,-1.0,-2325.0
2023-08-23,278.0,206.0,67.0,0.1,97.0,-26.4,4850.0,-1320.0,1.0,-1320.0
2023-08-24,,433.0,,12.5,152.0,-57.5,7600.0,-2875.0,1.0,7600.0
2023-08-25,,167.0,,67.0,-266.0,54.5,-13300.0,2725.0,1.0,-13300.0
2023-08-28,,182.0,,23.5,15.0,-43.5,750.0,-2175.0,1.0,750.0
2023-08-29,,291.0,,1.3,109.0,-22.2,5450.0,-1110.0,1.0,5450.0
2023-08-30,133.0,381.0,98.0,0.1,90.0,-1.2,4500.0,-60.0,-1.0,4500.0
2023-08-31,,82.0,,131.0,-54.0,30.0,-2700.0,1500.0,-1.0,1500.0
